,mz,rt,example_data_for_colab/xcms_example_data//B1_NIST1950_1_6540.mzML,example_data_for_colab/xcms_example_data//B1_NIST1950_2_6540.mzML,example_data_for_colab/xcms_example_data//B1_NIST1950_3_6540.mzML
FT0866,190.037398466942,4.225905863444017,1600.454533150752,1232.499914323649,1705.682402539311
FT0867,190.008981274821,0.9179674148559567,52137.07231485436,42048.68440099938,37539.62810831506
FT0868,190.062682353643,3.06060740152995,1912.977157283298,1572.9374475317572,2067.2200591199808
FT0869,190.117949825684,0.9678511937459316,3186.624353476398,2333.1622947311034,1589.6071833225
FT0870,190.95498739853,13.086900000000002,1021748.2566130485,947014.9549911227,870187.9815885845
FT0872,191.055887198866,5.107266743977866,32525.473715543678,26235.9186852848,23829.426656765572
FT0873,191.020263925236,4.9909,40993.8442726681,29793.487683478925,42956.54913094852
FT0874,191.019856177308,8.747983333333,734554.5852957941,1055429.051420855,985721.0137182614
FT0878,191.008003572302,0.9179674148559567,8437.665211474343,7699.990560678243,10572.626806314678
FT0882,191.044564182744,0.66859753926595,5180.697089238238,2897.791729439062,2945.733298883886
FT0884,191.107818472202,4.95765,11881.921252266213,12571.323895739817,8888.97714583687
FT0885,191.128205753926,1.134085591634115,6972.65646857729,6649.751218600883,6939.8671906402005
FT0887,191.107761880337,0.9013505299886067,6852.330857882249,5067.9729431416135,7876.8189284134605
FT0888,191.958548188868,13.103516666667,23748.55418001363,23472.546087356783,19233.910868450148
FT0889,192.067209400122,1.18395,21072.733690748413,19495.744098439034,18843.690977195703
FT0890,191.995174463951,5.87198384602865,6461.093193683564,5496.536668677656,5929.2911159752475
FT0891,192.059887207625,5.1072669596355835,2967.383802026416,2398.648349706505,2021.4950161905297
FT0892,192.023977332511,4.974235782877433,3512.6306846503776,2597.1747043755768,3678.0034839575474
FT0895,192.959019354807,13.086900000000002,13834.17274892393,13382.586047108462,13149.446547794108
FT0896,193.051009756199,0.9844679514567051,12998.257790610998,13808.14164572812,11669.825848026485
FT0897,192.981566961939,1.2171999999999998,9522.425398639522,8076.580572520858,8042.735949566739
FT0899,192.999173057699,2.1897166117350335,2499.1750099886303,1627.7888829486656,2010.9992512391043
FT0900,193.017626709037,1.1174687703450517,4952.928209218911,4752.320405095581,4005.514302354931
FT0902,193.122844831255,0.8930335983278034,24198.17274449735,21452.99095872877,16933.895647760284
FT0903,193.106388254278,1.15071881612142,595998.9296392642,498181.69774799614,572585.4038377156
FT0904,193.122677930151,0.9825892766316733,26248.069924968615,21778.135246155452,18116.523457345225
FT0905,194.046052340066,1.35020243326823,173905.4980119075,162242.186966687,167314.31831641216
FT0907,194.109307216525,1.15071881612142,51863.31422509208,46885.59899592279,44837.49098923347
FT0908,194.928046280091,8.099633333333,408213.01207692135,215474.95849079356,453113.7018883117
FT0909,194.868429370799,1.0675851186116534,9266.765198775644,4902.584760999882,5646.684906138615
FT0912,195.102441812737,1.36683578491211,23348.992641115306,18948.77854729226,19956.714561327786
FT0916,195.037127226571,2.0816668192545498,2126.174112417394,2854.7450533628235,2966.139992577406
FT0917,195.138899481629,0.8681002298990883,35907.80526220752,35662.987957790974,33556.900187691936
FT0918,195.113509711407,1.2051175221761066,5970.687138857798,7008.330189763351,5486.281835919223
FT0919,195.810965171245,5.09065,20009.877077360805,6893.270899361074,11730.6982117889
FT0920,195.92817492653,8.11625,6252.402680245343,2838.7200245592485,5890.6338562970395
FT0921,196.022980208686,4.857900492350267,7551.84670903663,6026.090627303511,6946.0132708905685
FT0924,195.979213038873,5.032458630371266,2563.3341594223834,3970.3413842323407,3743.776526089512
FT0925,196.072718774586,5.3816300354003825,4477.026914041865,4710.787990415492,4821.1332394492865
FT0927,196.071136515094,6.852816772460934,2387.595265040129,1767.9658741678954,2116.127036600583
FT0929,196.89028820321,8.0663838704427,14310.909259740096,7222.891029709875,4977.028192051575
FT0930,196.976049770293,9.861782836914067,63168.29111416463,44710.30154332653,35421.45920621375
FT0935,196.855419733182,2.5453430175781335,2223.1912643350443,929.2156096434494,844.0324572168271
FT0939,197.067983701583,3.59422607421875,29295.80909632196,32657.598096758826,29677.208388809802
FT0940,197.081757581265,4.974283854166667,6142.8154642412555,4535.704770729278,5297.514874293624
FT0941,197.059736653105,1.8252703053792334,8423.561413559144,7540.089689671238,9492.105794341487
FT0943,197.012906383555,0.7018480300903317,1966.2268123005222,1878.9638639332015,2034.3493711309866
FT0945,197.154278767374,0.934583333333,61744.98354409273,48980.18186329368,55923.469210573865
FT0946,197.808050287827,5.09065,24788.665523091906,10173.846705374051,14582.662802446568
FT0947,197.978032352871,9.845182291666667,1831.907816546482,1199.070516545963,985.5261194530683
FT0948,197.962562044522,1.5098092397054035,1863.3951814381471,1331.4644871540113,1413.137855130907
FT0949,198.049411985628,6.137966666666999,6820.856913527816,5817.305061034196,5164.179732297171
FT0950,197.959486456225,5.0407666666669995,4209.048692314798,2675.7751120020207,2542.5135647232783
FT0952,198.114185768126,0.9512176513671867,5730.075475690568,4739.649423579058,5108.715751263799
FT0953,198.157573696442,0.8764084482830451,5535.084329459525,5059.771150414728,5747.62258493546
FT0954,198.905028196903,13.519133333333,13533.400369678458,14078.655693971526,9945.131969132532
FT0956,198.953858973292,10.9922373453776,453.5489250044342,530.0271017070964,379.72866696414377
FT0957,198.975556404741,9.811932373046867,3177.4835572199104,1436.5586517130128,1261.5201292373297
FT0959,199.03819228681,4.359041341145834,46300.063206819774,35826.35392223049,39777.70402619232
FT0960,198.954512753728,5.074017333984367,14949.909746627993,10472.89686576111,10770.966483920598
FT0962,199.00683552822,0.9013419316608033,192572.10419639264,179328.04493879573,162645.19936446313
FT0964,199.032702559225,6.470449829101566,1574.0725781949964,550.513868126013,641.4381958680791
FT0967,199.805274691165,5.0906504313151,12146.667174485585,3619.020354631022,6145.72234332314
FT0968,199.968927432016,6.703219604492184,4031.8023536381284,2468.88919664857,3859.239259861868
FT0970,200.041078847073,4.350724593099117,1754.7952472126422,663.7893850478666,1874.1914585315571
FT0971,200.037591846669,1.3619314829508467,4994.947434343936,5443.981252391836,4725.466985811024
FT0973,199.954929148619,5.057400512695316,2779.709460678094,1070.50380287251,2034.0979527063564
FT0974,200.130870540986,0.9179671134947066,13204.826868397957,13393.680730896675,11366.983632885354
FT0975,200.910371058538,13.527449544270834,1980.653186716915,875.9301972890461,1196.4204444496906
FT0976,201.03608964143,4.35889892578125,14616.874898388687,11849.023912566681,13802.748300418581
FT0978,201.058192511697,2.0983001708984332,16141.386557704272,10005.901695154056,12074.002682252505
FT0980,201.022056818304,0.8847171147664383,57939.587047577035,50238.40121919644,47948.536421019104
FT0981,200.997630800601,6.354083251953133,1975.0331375422975,1113.8819805321348,537.249365413164
FT0982,201.113070997572,3.3783499999999997,21509.706800438216,18644.674284286462,18666.258647630813
FT0983,201.149449261295,0.8930252240497201,19301.18702743586,19101.791195292437,18579.68361546341
FT0986,201.80349912845,5.157150268554684,1830.2259223127262,695.6599904923323,793.3287047524136
FT0987,202.048932736146,5.323503112792967,4733.341144520812,5035.984373856151,3565.5931276358106
FT0988,202.022260551924,0.9013333333329999,8760.052354629348,7910.13496406555,8595.648089381199
FT0989,202.090183485996,1.2172023773193366,1734.2708800130522,966.8415935484584,2265.007103091356
FT0990,202.053166970385,1.0842,2381.4765129228094,3014.108153193726,2447.2527767780757
FT0991,202.118078572509,3.4101023356119833,2050.9699975061726,632.0822530988218,1355.2720241348884
FT0992,202.976084064347,13.1534,404.1030358303604,688.1634117265817,503.0673923141585
FT0993,203.018886196714,3.3615386962890668,5971.801746225412,6944.515146056832,4846.938015042631
FT0994,202.997928617471,5.107266743977866,217475.64128044606,188922.03955502098,158600.90780941182
FT0995,203.082762700233,4.8078603108724,338528.36181866983,292811.0331325098,288837.80050016736
FT0996,203.001934806688,0.9345921134947067,482194.361856953,415200.48992300004,413485.44655805005
FT0997,203.001965239994,1.0291222254435217,472044.43235530984,413694.2412946342,394964.8372532996
FT0998,203.868921051406,1.0675851186116534,374641.0847369853,247648.2019420798,282671.04164932424
FT0999,203.946562002892,0.6353636423746749,531.0365429523548,224.27687208932656,889.9175869823265
FT1000,203.93681052733,8.132864888509117,2100.545095555199,1991.7495195247989,4295.227666692956
FT1001,204.000509171597,5.107266743977866,15616.431496074205,10494.307128067338,12927.35566877605
FT1002,204.085857130224,4.8078603108724,41515.5521384179,38425.39354355621,41570.15149384236
FT1003,204.066670002083,1.6993,107829.94487165449,86764.11318520384,92031.93839021598
FT1005,204.004856256963,0.9512176513671867,49418.02368207116,43229.731058580925,42886.892548665826
FT1006,204.946630854548,0.8514666770936734,12146.480598011443,9267.163817511691,9257.775355245798
FT1008,204.998534644331,0.9512530008951817,23791.730048945894,21032.20293824316,25096.863086031608
FT1009,205.098437862783,1.2504512115478517,107227.97566605672,95942.20800861127,101335.73515615883
FT1010,204.981258266029,1.1511235555013015,103166.5502568317,96056.6639605262,93846.49514483381
FT1011,204.871584185465,1.05095,17545.851127034988,11993.792433473482,10782.746525369803
FT1012,204.995070767154,5.107266743977866,75464.97680354284,57539.80993691981,57536.71697690962
FT1014,205.0697331343,1.68268496195475,14887.791796315449,12769.798292551712,13327.704485447552
FT1018,205.159710948984,0.9844673090618533,527611.5859837387,452297.2881704686,475500.765968877
FT1019,205.123059182523,0.8847168907167201,216692.56581639315,183778.65270548163,224005.99622647313
FT1020,205.867212461361,1.0675851186116534,359529.8486960731,232835.85962767608,259220.76684383483
FT1021,205.964886257698,13.061966617838383,1828.1439633522418,1712.2086040350791,1058.2619635661624
FT1023,206.10341734158,5.389884440104167,74049.98216522325,72817.59991176194,65004.43583412247
FT1024,205.99856519111,5.107267252604166,5449.534032330505,3088.9138304329704,2889.20062962104
FT1025,206.010596385635,5.855544535319017,2096.803031115247,1740.6780576873161,2946.053573635425
FT1027,206.163022435044,0.9761589302064649,87354.42010193274,75286.11657704478,82044.21606537513
FT1028,206.126578271509,0.8764084482830451,30469.596680765113,27315.267836932235,23254.257384597775
FT1030,206.94959846453,13.103516666667,34650.203547568584,24714.52542327781,27984.20284591446
FT1031,206.945115945861,0.8681002298990883,6746.256758109365,6501.344893163846,6236.576433673718
FT1032,206.86927724108,1.0592758789060832,12150.951886801173,12530.996448027263,8911.228168797072
FT1033,206.928668747424,13.419383333333,1493.8120887629611,1744.0609377693468,1729.4805852986683
FT1034,206.979588733373,1.15071881612142,3557.2393855355144,4577.083099017145,4241.446484187382
FT1035,207.087470383501,2.5287467956543,35774.69718657221,30090.064334324037,29785.70220152657
FT1036,207.050766807541,4.990814208984366,6526.691799794426,8556.72320855057,7561.253850209403
FT1037,207.077131814476,4.408999639892583,8770.58013301797,9187.860055240308,8213.400888388463
FT1039,207.040812897743,0.6602902954101567,10066.884699762311,6132.2254476659655,3956.1183899103444
FT1040,207.038194071911,6.412275054931467,2485.675736089095,2051.040527434307,3010.01620700152
FT1041,207.066403522412,1.001083333333,17178.148075827077,14108.964193318643,15702.351666961826
FT1042,207.106406422665,5.406499999999999,6525.568252029691,5031.517344781227,4264.925810112385
FT1043,207.111811833492,1.18395,9467.521526729859,7753.008189057553,7732.271342453895
FT1044,207.865204964716,1.0675851186116534,78225.01042378812,54323.74468347478,56740.366241086755
FT1046,208.090568696759,2.5138833333329997,5544.947150258239,3298.781522723004,3812.5709560826726
FT1047,208.057623509162,6.370708292643067,2041.0270716331247,1164.4620095122305,984.3450453747354
FT1049,208.079890107416,2.2479148864746166,861.1846945143785,1341.3402413714164,1097.9925399021033
FT1050,208.025887631807,0.6686,25996.798863971562,13724.741359101401,11968.564053734906
FT1051,208.133356959347,1.0509684244791666,8651.534160974417,7827.466142875163,7614.578978403807
FT1052,208.975704888463,1.0675851186116534,9443.110949713571,6708.195882790279,6659.337385203904
FT1054,209.066840525806,4.375534057617184,610325.8679307007,529832.7975617591,541574.6022367487
FT1055,209.00953835993,9.379682413736983,7677.8271926486,4973.642700759353,4043.2657715199384
FT1056,209.082264568597,0.959533930206465,52407.39814504857,49003.26067376748,46842.93136489382
FT1059,209.116665321069,0.9013333333329999,13558.947310516254,9537.857796468827,10716.451939451956
FT1060,209.933959940242,5.057400512695316,2655.8661735290843,1775.3896344885343,2582.341950144393
FT1061,210.070433459501,4.359041341145834,49932.37423588788,41609.87430540816,45723.150266996614
FT1062,210.077135360752,1.2172023773193366,17376.693316350273,14751.64523756045,15165.894844258173
FT1064,210.084727715864,0.9678333333329999,7582.642617550075,7846.522026806504,7819.490304440217
FT1066,210.842916743397,5.0407666666669995,676.8022771479873,1039.8038081340949,501.3458948148987
FT1068,211.071970906453,4.35889892578125,9762.381368518441,9888.563417863641,8259.17596271819
FT1069,211.085250515364,1.5098092397054035,8238.905758846178,5958.422712585335,7881.123511840613
FT1070,211.046581165897,0.9013419316608033,10638.434965876746,10659.150203638965,10370.762584096476
FT1071,211.097441382312,1.0675842259723265,180673.0302840628,150449.36998417857,151620.30767216947
FT1073,212.076540423853,5.323503112792967,4520.8449988054845,3513.73926862103,3732.1807896454675
FT1074,212.002419613768,1.5829355875651032,749236.7775749225,627761.6265314315,624320.3782363799
FT1075,212.100233043491,1.0675851186116534,21358.333449939295,19588.2782373232,15237.126687139444
FT1076,212.064932481002,6.13812306722005,1232.406683983281,892.6269172842831,1403.5984471551826
FT1080,212.959151388831,13.153399658203133,17662.241396965117,16030.55334716169,14100.653067393734
FT1081,212.912529786505,13.53575,47061.40331613048,50894.512643584225,54375.5547518616
FT1082,213.005849164736,1.5912427937825517,64340.37236936732,54567.362194995745,55797.289972118066
FT1083,213.013200756977,4.857900492350267,9229.179972554808,6746.775858953058,9358.376653416704
FT1085,213.022444766219,0.8681002298990883,71823.71109514817,63689.65403698293,50536.336548442945
FT1086,213.049330721452,6.395697784423833,6015.158559173717,7164.3172469654,4834.272255807718
FT1089,213.784449561316,4.990900675455733,4426.601220954897,1891.5150207089562,2196.9908829085375
FT1090,213.963683634639,1.0011014302571617,14596.453066791979,13299.32557048159,13731.577618393354
FT1091,214.021967608953,3.9269499999999997,15771.692260184358,11503.149800286423,13309.305153019423
FT1092,214.000350829535,1.5829355875651032,32400.237715008774,28904.895579690812,30456.221843710104
FT1093,214.089536636572,4.00992886149105,1284.8582584480182,1864.958418074074,1938.267987578136
FT1095,214.058777564338,0.6353500000000001,2657.2656767850112,2450.974873379956,1078.794639153362
FT1099,214.026354107566,0.851466687520345,11277.463569048294,8061.791324700194,9826.610920657919
FT1100,214.10804087345,4.608310953776033,1041.7517107050755,695.4574469440593,1417.3701820504677
FT1101,214.144606408068,1.1008352915445967,5456.629394113837,5324.91331712507,4771.124972659191
FT1102,214.832519855844,1.067583333333,36429.428701666366,25094.567252965266,31548.56454541901
FT1103,214.955708559997,4.99085744222005,9089.564559590302,10284.123890911742,9312.965747781764
FT1104,214.912083741139,13.519132486979167,3510.042568806939,1826.3974003319317,4169.881801201191
FT1108,215.002200453636,0.9179674148559567,77569.4448587358,67723.82760945984,62000.229880634455
FT1109,215.082344384502,4.691666666666666,2250.0876530365217,1574.3416554875598,2165.7617508195985
FT1111,215.068652051077,2.048416666667,5638.642094029007,3053.794985334627,2382.3430075435817
FT1112,215.092664337568,5.024150000000001,19814.694474451466,14028.05154990706,13503.712544944767
FT1113,215.128784995638,2.1813999999999996,26755.582945619688,21609.188441656235,24395.654503900383
FT1114,215.164935415882,0.8680917816160449,32129.07501841865,28901.157321448816,29787.4951277174
FT1116,215.836453908623,1.042642472839355,1534.484034532445,959.6583658299448,1012.875502472478
FT1118,216.094699288699,5.007516666667,1463.1465909354351,2115.048476213431,958.5252421477387
FT1120,216.131658758687,2.1813999999999996,2874.286442082737,2776.196925678776,2164.1765025681498
FT1121,216.005142643359,0.934583333333,9317.328759750793,7304.141956314035,8218.816230849941
FT1122,216.10830827065,1.100833333333,6900.554364879901,6471.765523710434,6667.694024700664
FT1123,216.108643147328,1.1812637329101567,1825.8167054086994,1454.1449416698524,1671.012560042443
FT1124,216.830036869835,1.067583333333,13221.858348156067,10379.589111121704,12922.974677886446
FT1125,216.911122892013,8.04976704915365,28542.591064074033,18822.80408548797,13103.417473537658
FT1126,216.954423406194,4.990900337727867,9174.9146414409,9941.195829571572,9568.848337020263
FT1127,217.053034344547,2.6782231648763,6481.980435139098,3886.5134095354015,3947.025997913888
FT1130,217.01783789222,0.87640022404972,67180.5244707335,57085.47386938503,59199.51324351542
FT1134,217.107614213997,4.990814208984366,11397.811778550842,9248.596836780356,7702.214820810831
FT1135,217.118624366428,2.99588623046875,2847.632968641026,3204.8499347712545,4398.245523982939
FT1136,217.144246975994,0.9179674148559567,11988.233173099163,10973.054757161659,9032.591819067908
FT1137,218.103267982139,2.031800587972,42025.159590387506,41636.5115302568,43760.58786488739
FT1139,217.978922674318,0.9179674148559567,5080.829835853381,4014.2689312012712,4872.423374617543
FT1141,218.058893711175,1.46487711029036,4152.309867475479,6015.288952592542,5473.962407436071
FT1142,218.045962543962,4.1262504201254995,8168.500185013969,8133.431477172682,6594.564084933279
FT1146,218.005619533407,4.8911504109700505,3304.8709650813844,1138.7845072733853,2056.681198366329
FT1147,218.827880837271,1.1208566029866533,3947.052277473103,2712.8159006104834,3785.172893414898
FT1148,218.829278309167,1.0509684244791666,3893.606712328721,1916.8084594216875,3117.1496754328714
FT1150,219.015069281313,4.209271748860683,17442.9830409945,17660.901654431804,18790.50687815045
FT1151,218.997036413873,0.9512176513671867,40139.77622879682,33559.43713000219,31165.529412312993
FT1152,219.106389618214,2.031800587972,6193.952445486719,3697.8083889744557,5629.364646238137
FT1154,219.174687852777,0.9844679514567051,12165.241428872736,9827.346611308183,9375.640412898867
FT1155,219.953792756988,13.086917114257817,6455.189716877642,5717.425813254809,4866.41948719816
FT1157,220.098105450286,1.067583333333,24975.068612522442,20519.575816352288,24312.726811847042
FT1158,220.026360601896,0.66859753926595,7325.592388232908,4716.418020361278,4287.441532809867
FT1159,219.998640167256,0.934583333333,2216.0653266069326,2477.7866268519792,2153.6794472029064
FT1160,220.008471153458,3.361733333333,1876.3927519141553,2004.334661680865,1284.8715099133226
FT1161,220.104634803256,4.026155344645184,2864.758252120041,3379.911536879074,2866.1121754799055
FT1163,220.961877883462,13.086900000000002,6157.418695948329,4073.146730480434,4667.551200267808
FT1164,220.886957810371,13.519133504231768,11171.662992960855,10379.720231768686,8527.221130190263
FT1165,220.941259126733,0.818232917785645,13535.645964026859,10297.423702260807,12255.900957052087
FT1166,220.976362021167,1.3009333292643235,3866.2133762555395,2081.380436177718,1875.1496170515893
FT1168,221.066577859295,4.957650248209633,17297.91132920679,15569.459333342656,13935.193081209616
FT1169,221.092996044445,3.4113950093587166,3720.9506562087304,3737.7869390417354,4086.361220935556
FT1171,221.010290894266,0.66859753926595,10010.81073556791,7627.15462672272,9610.485546998065
FT1173,221.118204394958,1.0509592122395834,54641.01039171631,49920.945980883924,51137.278540205785
FT1174,221.154240308913,0.9429087801617066,27233.256736596915,25410.93054249377,22673.99834265722
FT1176,221.80046458546,1.0509684244791666,5619.172677476688,3468.5920939674415,4397.282939282723
FT1177,221.87383431267,2.48062896728515,3792.262332923724,2789.6450704827967,2450.7602871898766
FT1178,221.955633408527,1.1839689890543617,4145.891927563566,4877.079377980084,3791.529979556006
FT1180,222.098397423152,5.389884440104167,47009.16955507322,34808.02579480256,40750.27392123085
FT1182,222.016020367127,0.6686,2144.1938790994436,1808.1230150903205,1418.489166326809
FT1183,222.071109705704,4.974283854166667,2017.2863095580296,1141.209977577596,1706.309615839331
FT1184,222.156357378152,0.951216666667,6591.364786507284,7370.296986572355,5352.093908306593
FT1186,222.163244086816,0.76835,11378.465617041453,9566.997892557474,7627.782304519853
FT1187,222.113719878371,1.1174687703450517,880277.6331875275,730548.2772017118,739803.112844873
FT1189,222.764745494019,4.974283854166667,11099.844099803742,3923.675399747398,4520.494499009478
FT1191,222.863558083149,1.0675851186116534,2543.4380782214157,2319.3993616907906,1705.919195291247
FT1192,222.901012934779,13.519133504231768,817.49151417676,267.51817468225363,971.5398606190456
FT1193,222.992329415355,2.031783333333,39576.53347696689,27934.091107508735,30984.671957854505
FT1194,223.097918090858,2.1141174316406333,11265.57576854044,10025.615449757403,10311.088590868965
FT1195,223.10112311486,5.389884440104167,4707.77601461664,2660.633933933608,3847.0342579101266
FT1196,223.028204006317,4.375534057617184,8021.353002992921,6605.233688192358,6174.923588317306
FT1197,223.050860345103,5.049083453369134,4294.160018098085,5934.650128116546,4641.362389041697
FT1198,223.028142164739,0.9267605463663734,59341.8714376106,55651.0244167852,66199.58687927242
FT1199,223.117271903815,1.1174687703450517,107383.47016007472,96099.6058527852,97006.52390449132
FT1200,223.170175103362,0.8348499331156417,37514.6481340506,29405.06550109691,31247.874218475743
FT1201,223.798234103085,1.0509592122395834,9587.793402852756,4872.888735049608,5781.004349327426
FT1202,223.954183357417,1.1839689890543617,7432.5116969293085,5920.566965665349,5091.514751606857
FT1203,223.871858467682,2.4457529703775998,1606.9031293946118,1661.1209270027045,1361.0230152710687
FT1205,224.0623553365,0.9746887524922683,394561.99408351065,333586.52647070744,355343.79472456273
FT1206,224.020604106103,0.6686,14697.895286198791,12381.6816795405,20433.71083022024
FT1208,224.121865446211,1.1174687703450517,16345.72018865461,15256.83678840094,15038.802544184757
FT1209,224.173814492495,0.8681002298990883,5992.359021403958,4950.812259171069,5471.60697051295
FT1210,224.563970047545,0.9512176513671867,87704.23094623833,75331.2993712002,79181.69687972427
FT1211,224.762567468249,4.974283854166667,8978.593183780124,4418.479695774273,3449.3473054943915
FT1212,224.971776429475,2.5970166666670003,2770.504198034149,2821.19715987138,3393.894111474926
FT1213,225.063175715532,1.8988009134928334,48381.218663621206,49745.79869379159,53854.79806812046
FT1214,224.979851723361,5.157170613606767,8443.37193398191,10258.648050702812,9332.668496180298
FT1216,225.06703965123,0.951216666667,68652.38645578179,56937.923319774796,66976.89591478904
FT1218,225.024654104673,4.084735664876467,2247.9904298898064,1355.263785066313,2647.733337538558
FT1219,225.054732782912,5.348325594075684,5639.2574520809185,5484.2123389337385,4631.841625856846
FT1220,225.007934158639,0.66859753926595,13641.205830744855,9138.38318927125,12891.698750496571
FT1221,225.125279365097,5.897011820475267,2840.3640963934554,2558.9761936344926,2627.2088690073333
FT1223,225.123566724025,1.1673355102539067,6375.234629298093,3725.349469513411,4271.150441851627
FT1225,225.185747866479,0.851466687520345,89095.99926347009,84423.141452416,92143.26196220651
FT1227,225.567887764584,0.9678333333329999,16104.82917497393,12534.529858730184,16405.77517748423
FT1228,225.796121814523,1.0509684244791666,4130.143314658455,4934.742394469872,3212.040293049745
FT1229,226.057146494727,4.359041341145834,77422.42474899329,70312.2523733922,70234.94962094871
FT1231,226.017912678357,1.15071881612142,46872.3053620304,40371.382797152655,36082.97227614808
FT1233,226.003814966202,0.6519819620766566,4718.142017016611,4211.669453798244,4459.975344926425
FT1236,226.188534549955,0.8597750104266734,16851.830454128867,15661.354548918565,16402.45249690072
FT1241,226.996624220324,4.209267679850266,18861.515594005763,15790.552104618177,16823.34045597398
FT1242,227.061049302817,4.375534057617184,6116.288065794453,7098.857921207071,7625.165221214787
FT1244,227.044907498306,6.379066212972001,1775.6901028533143,1544.1970682978395,2650.6529200856535
FT1249,227.793688190021,1.05095,311.8758551037779,682.4466339699217,533.1403384750872
FT1250,227.960696241319,4.8412836710612,2296.4746532682607,0.0,2004.5287919311709
FT1252,228.097810367929,1.042642472839355,6183.585276569467,3764.7067487131917,4828.318662226121
FT1255,228.205002323068,0.8514666770936734,420784.3592430254,367111.6923263412,346075.3482205232
FT1257,228.932030600603,13.086900000000002,1319498.43903227,1109043.7205147871,1092351.9013379738
FT1259,229.087024939353,0.9512176513671867,128268.23598182583,115051.75742345568,104799.28305943527
FT1260,229.044609162077,6.37907638549805,3499.4509989978983,3075.9299336415024,2562.482365623848
FT1262,229.145165379341,1.616185251871745,33545.42900736521,30953.068730893476,28732.24116934635
FT1263,229.179463676994,0.893033448283045,16257.124775370085,15086.354431466081,12119.825443951382
FT1264,229.935773517081,13.086900000000002,30532.678099918372,27103.23451150865,28392.23130889988
FT1265,230.038970213557,6.387333333333,6611.606188855906,6784.528415852908,7313.652851394015
FT1267,230.012910924626,1.4000691731770833,281044.4829309555,225591.33380355017,232525.13703823515
FT1268,230.090507804056,0.934583333333,28003.13877717648,22615.719025537117,23462.353300146853
FT1269,230.057455673668,0.8182247922263216,11020.125541656464,9729.69312573856,8508.77686193283
FT1270,230.048459835749,4.151227200317217,1959.9739621222625,1787.3621931820908,1867.0252397973209
FT1272,230.104602591981,4.990900675455733,1792.0619223104309,1267.0185948804308,1701.8042654727092
FT1273,230.148133607406,1.6328,4337.627094653882,3763.3861634832283,3603.025033509888
FT1274,230.93875627871,13.086900000000002,19255.271011406647,18504.034564753627,15487.949277008673
FT1276,231.062107125277,1.4998189290364583,4343.126397702973,5490.881866087052,3869.7303860868515
FT1277,231.060161404195,6.653316752115884,4558.852593752488,4704.469836531418,4851.28886573001
FT1278,231.015404470246,1.4000691731770833,29278.76454683746,26698.007762554047,23399.802510279384
FT1279,231.048751525394,4.359041341145834,7836.167610045437,7013.195295776427,7162.093037333805
FT1280,230.997514115134,0.8681002298990883,59783.904145560446,49877.320848494375,54882.3899505362
FT1282,231.123323065957,4.990900337727867,4350.377285154198,6688.499650150639,4284.064424005992
FT1283,231.159964372081,0.8847168907167201,11505.704781883987,7445.904421477131,10409.633524287025
FT1285,232.011494278969,1.3834524790445966,14175.757920535056,12936.326194980898,11409.659669023038
FT1289,232.176309003032,0.7683494740804033,9057.124285277727,6647.397784955413,7683.045262795138
FT1292,232.976544866899,8.814467366536466,2944.988931597479,3401.386404321751,3099.3386586400366
FT1293,233.077559945159,4.774614461263017,3975.095045839106,4633.644090302992,4820.291232836686
FT1294,232.98671351445,7.243483211263016,0.0,3814.091202097312,4753.199370079272
FT1296,233.154548993128,0.9678511937459316,19900.126007226812,16460.79577599347,17145.667585911484
FT1297,233.184181833053,0.7849746421815633,13838.909085571055,12832.67790953177,7519.470402162641
FT1299,234.004701537362,0.6686,117146.76076765462,86728.0600244326,84727.02990479246
FT1301,234.930142025743,5.057376098632816,3796.632288591984,2802.973210350427,2191.7712059003284
FT1305,235.097399377628,4.95765,11143.654265304882,9413.415632656855,7260.507400690719
FT1306,235.072706592694,4.126154073079433,32230.09865442186,29594.881093575277,26710.85753597849
FT1307,235.078727891052,5.340017700195316,5459.385203759566,4566.137245819918,5521.79102590119
FT1308,235.066768578411,6.653316752115884,4170.5318546510225,4836.895474573672,4594.514157483656
FT1309,235.082562087224,1.0842185974121101,21215.399358630733,19789.683394829015,17287.622611001483
FT1310,235.005044331411,0.66859753926595,17312.86821004721,12924.417623826335,11057.515527489515
FT1311,235.03090301061,6.395701289876467,2987.272534311436,3367.509241741693,3551.5734597887476
FT1312,234.985473370282,0.851466687520345,27783.772205841065,26816.967314540736,23979.766728914336
FT1315,235.13671650936,0.8431583437601733,9245.877018587755,9427.29810335476,9314.829133590349
FT1317,236.075452653233,4.126154073079433,4878.841589103546,4716.134892899463,4551.596659103622
FT1319,236.092682147506,1.1008352915445967,29794.3477550376,23349.261594909127,27316.433729143304
FT1321,236.020637036055,0.66859753926595,23411.019211247956,16015.858934650721,14760.94668183801
FT1323,236.128660247721,1.0842185974121101,22810.889138520848,20981.731294479454,20533.113448974575
FT1324,236.861761437189,13.53575,5450.720198856597,3738.0771636784243,4739.877688538537
FT1326,236.869790735839,8.531867472330733,2008.6109212303936,348.71582240504677,164.12948433864665
FT1327,237.02200846462,0.868083333333,12077.679836484323,9244.748033104328,11186.735354928422
FT1329,237.092725854212,1.11745,2228.11020820171,1969.737854737349,1814.497111197083
FT1330,237.025240193349,4.176316666667,1618.7038250238406,1614.676944136165,1248.0162459593942
