,mz,rt
FT0150,89.0246757526852,3.0624833333329997
FT0151,89.0606974159988,1.4665666666669999
FT0152,88.9881283251719,8.049766666667
FT0153,89.0417243732261,1.117671076456705
FT0154,88.9879834708473,0.66859753926595
FT0155,88.9880948693192,0.7576082865397133
FT0156,88.9880706320075,10.244149780273434
FT0157,88.9880650615782,8.548483276367184
FT0158,89.0244186895643,2.6495534261067664
FT0159,88.9880929464537,8.781217447916667
FT0160,89.0248219722235,5.75579783121745
FT0161,90.0279719607675,2.1814165751139334
FT0162,90.0278775740557,3.0457420349121165
FT0163,89.991472532999,8.049766666667
FT0164,90.0281521091129,6.05485
FT0165,90.0280516876516,5.738983333333
FT0166,90.9715112641571,14.815815226236984
FT0167,90.9714718217701,14.716083333333
FT0168,90.9714528997863,14.267217000325518
FT0169,91.0288941679014,2.1814165751139334
FT0170,91.0384990480652,3.0292333333330004
FT0171,91.0037905487563,4.857900492350267
FT0172,91.0220683744291,1.36683578491211
FT0173,91.0551740107129,1.2504524230957033
FT0174,91.0038682299653,0.70185
FT0175,91.0220005033,0.8746018727620449
FT0176,91.0215140205896,0.99815985361735
FT0177,91.0038142492432,3.8430071512858004
FT0178,91.0037450764658,16.810733333333
FT0179,91.0219292468608,2.03298886617025
FT0180,92.0476228650254,6.137966666666999
FT0181,92.0585343926904,1.233816666667
FT0182,92.0238709812728,1.35020243326823
FT0183,92.0504506888297,1.7548697153727166
FT0184,92.9279004361515,5.074017333984367
FT0185,93.0345601109929,1.00109238179508
FT0186,93.0345601239634,1.0904593149820967
FT0187,94.0375571737717,1.0011014302571617
FT0188,94.0321760728033,1.166215896606445
FT0189,94.0297298668045,1.449952443440755
FT0190,94.9250770188632,5.074017333984367
FT0191,95.0140223220365,6.054935579427084
FT0192,95.0503523159559,0.99248218536377
FT0193,95.0139483984584,5.75579783121745
FT0194,96.0203700572164,5.107266743977866
FT0195,96.9699371688923,5.074017333984367
FT0196,96.9624276818,1.333566666667
FT0197,96.9608666189412,8.08300860188785
FT0198,96.9697713853727,7.2684161132812495
FT0199,96.9604622591881,8.6990478515625
FT0200,96.9878787036454,13.086900000000002
FT0201,97.0659364426188,0.99248218536377
FT0202,97.9735842151562,5.090622456868483
FT0203,97.9603554765634,8.14949798583985
FT0204,97.9607526825432,8.0663838704427
FT0205,98.9670229855586,5.090622456868483
FT0206,98.9655524547129,7.2518
FT0207,98.959604186496,8.11625
FT0208,99.0453089837069,1.05095
FT0209,99.0425712419,13.070282999674482
FT0210,99.970589724108,5.074016666667
FT0211,100.001778328038,13.103516666667
FT0212,100.048165326315,1.0218336626686966
FT0213,100.970955717962,5.074017333984367
FT0214,100.964860528282,13.519133333333
FT0215,101.024920224521,6.054935579427084
FT0216,100.985851503676,13.086900000000002
FT0217,101.024501103819,6.902683333333
FT0218,101.071731431018,6.37071685791015
FT0219,101.024426908875,1.4167023976643882
FT0220,101.060721210064,1.1839689890543617
FT0221,101.024497124444,5.373250162760416
FT0222,101.024496277169,4.375534057617184
FT0223,101.024871841743,5.738983333333
FT0224,101.028416248463,12.837533333332999
FT0225,100.985805829125,12.671098836263017
FT0226,102.020356489026,1.53306884765625
FT0227,101.989278267341,13.086900000000002
FT0228,102.063698783204,1.1839689890543617
FT0229,102.05597613447,6.287645935058434
FT0230,102.027877533363,6.0632424641927
FT0231,102.02718193253,6.8694330851237
FT0232,102.019573047672,4.957650248209633
FT0233,102.962914718312,13.5357666015625
FT0234,103.014825830759,3.295233333333
FT0235,103.054490781548,4.0267
FT0236,103.003888771854,6.13812306722005
FT0237,103.040283023128,2.031800587972
FT0238,103.040222558927,1.5829355875651032
FT0239,103.076543050736,1.35020243326823
FT0240,102.989797027813,13.0952163696289
FT0241,103.003871333752,0.66859753926595
FT0242,103.50932379537,0.707314427693685
FT0243,104.043567427923,2.048416666667
FT0244,104.035445040012,6.653316752115884
FT0245,104.043477594786,1.5829355875651032
FT0246,105.038444001065,6.653316752115884
FT0247,105.019551160188,4.990814208984366
FT0248,105.04470445324,2.048416666667
FT0249,105.034524628691,0.9346008936564133
FT0250,105.001247500181,1.7437190373738667
FT0251,105.018883157216,2.563766666667
FT0252,105.055229968285,1.2837024688720702
FT0253,105.044677805942,1.5852631886800133
FT0254,105.97000374583,0.6686
FT0255,105.935736498354,1.0759009653725549
FT0256,106.040813703814,6.669975789388017
FT0257,106.042035146195,0.9346008936564133
FT0258,106.065831835026,1.167333333333
FT0259,107.035339103533,6.03839009602865
FT0260,106.993784077455,13.186649999999998
FT0261,107.066336252082,6.287583333333
FT0262,107.050194176431,0.934583333333
FT0263,107.037203735636,1.36683578491211
FT0264,107.035421503444,5.738983333333
FT0265,107.934061822631,1.0842185974121101
FT0266,108.042521470403,6.66995
FT0267,108.053379783012,0.9179670407614784
FT0268,108.045396036526,1.18395
FT0269,108.045589219932,1.2561906178792317
FT0270,108.021724967183,1.017716666667
FT0271,108.021761281668,1.1056772867838531
FT0272,109.029623933548,1.0509684244791666
FT0273,109.040710718035,6.370708292643067
FT0274,109.04107702737,2.7632008870442664
FT0275,110.060934942362,1.1108449681598267
FT0276,110.975707016654,1.78243459065755
FT0277,111.020134580795,3.24535
FT0278,111.009798672954,8.4736740356447
FT0279,111.081343253588,1.1839689890543617
FT0280,111.082008026183,4.009631474812833
FT0281,111.045132325264,1.009333992004395
FT0282,111.00841797806,9.164471435546867
FT0283,111.012302641969,8.747983805338533
FT0284,112.051744790287,3.0292333333330004
FT0285,112.096854439072,3.1456166666670002
FT0286,112.022316361184,3.228733333333
FT0287,112.937351244918,9.51268310546875
FT0288,112.937621381058,12.031265767415366
FT0289,112.937131405928,10.382406616210934
FT0290,112.937430875524,10.560016666667
FT0291,113.060848950819,0.9844679514567051
FT0292,113.024775105135,6.046541595458984
FT0293,113.054655133563,3.0292333333330004
FT0294,113.034438560934,6.437245731608067
FT0295,112.985745072116,13.095216967773434
FT0296,113.060422929955,1.4723818461100266
FT0297,113.937096808249,9.496066284179683
FT0298,114.056153474041,5.057351684570317
FT0299,113.989328325281,1.0052086626686967
FT0300,114.027946301151,6.0382333862303
FT0301,113.989299745806,13.095216890462401
FT0302,114.019933583,0.7409428914388017
FT0303,114.027787205258,5.739180501302084
FT0304,114.936221278819,0.6353568211873367
FT0305,114.936226362603,1.7990500132242835
FT0306,114.936208978959,3.027335866292317
FT0307,114.936161021848,4.641782633463533
FT0308,115.076428417387,1.0675842259723265
FT0309,115.04008201332,1.1673344217934531
FT0310,115.003542193661,1.6826841476438834
FT0311,115.003752028261,7.218550618489584
FT0312,115.059064676545,5.0656982421875
FT0313,115.014128060844,5.489633333333
FT0314,114.988759776465,13.086899820963534
FT0315,115.003292082415,0.6686
FT0316,115.938934929696,1.0675851186116534
FT0317,115.94213426201,3.3192787170410165
FT0318,116.035370615751,4.6085459391276
FT0319,116.071794065028,5.024082438151033
FT0320,116.006924809423,1.682683333333
FT0321,116.045697924414,6.6699612935384165
FT0322,116.043392236901,1.1673344217934531
FT0323,116.079714441729,1.0426508789060833
FT0324,116.934364700811,1.0675851186116534
FT0325,116.930943645366,3.2935834248860667
FT0326,116.959532591254,13.519133333333
FT0327,116.933822139361,0.651983333333
FT0328,116.95106137556,5.06568417561865
FT0329,116.931993487005,3.843833333333
FT0330,116.931083651505,2.065033333333
FT0331,117.01937415241,6.2877085367838506
FT0332,117.055754879997,1.2670857747395834
FT0333,116.98278958013,8.548482259114584
FT0334,117.038409783172,4.625164794921867
FT0335,117.074939381913,5.024082438151033
FT0336,117.936427385594,1.0675842259723265
FT0337,117.962645772122,13.510816361490717
FT0338,118.05124597252,5.905233764648433
FT0339,118.033994963705,1.5663188934326167
FT0340,118.059018189584,1.2670762207032917
FT0341,118.022341360711,6.271078491210933
FT0342,118.942172877819,8.0663838704427
FT0343,118.904246398288,1.0464507761639035
FT0344,119.97442753012,1.433319091796875
FT0345,120.069607505801,5.057351684570317
FT0346,120.039071306808,16.428390502929684
FT0347,120.039272678552,15.11505025227865
FT0348,121.029668011512,1.283701234436035
FT0349,121.084139948512,1.0043791770935067
FT0350,121.102307000907,0.9013333333329999
FT0351,121.076612181222,1.449933333333
FT0352,121.049104654698,4.093183333333
FT0353,121.578376920269,1.3456026713053384
FT0354,122.046819536318,1.3252595906577185
FT0355,122.085666406182,5.024150000000001
FT0356,122.058903549999,5.922038777669267
FT0357,122.967768697738,13.086900000000002
FT0358,122.968414676535,0.6686
FT0359,122.967119022305,12.64952392578125
FT0360,123.061442492318,5.9218505859375
FT0361,123.021796691048,4.8911504109700505
FT0362,123.048614710952,0.9512171590170933
FT0363,123.065059536103,1.0276456514994299
FT0364,123.03437186519,1.2837
FT0365,122.996235440361,0.6519805908203133
FT0366,123.971117316248,13.103516666667
FT0367,123.902032587289,1.067583333333
FT0368,123.901851524581,0.6519805908203133
FT0369,123.902010201638,5.2236343383789
FT0370,124.015325661149,5.107266743977866
FT0371,124.007755822169,5.87198384602865
FT0372,124.04514405476,0.9678511937459316
FT0373,124.000839997064,13.086899820963534
FT0374,125.010959458638,5.872079976399733
FT0375,124.984638509194,2.4141365051269497
FT0376,125.018444590873,5.107266743977866
FT0377,124.982654887466,13.086900000000002
FT0378,124.991415840706,1.3335858662923183
FT0379,124.991655065448,4.957606636555983
FT0380,125.096830270792,1.00307092666626
FT0381,125.060187226572,1.24123903910319
FT0382,125.899783795515,1.0942208607991535
FT0383,125.899805909088,0.7741830825805667
FT0384,126.004567593507,5.87198384602865
FT0385,125.994467500726,1.3169525146484367
FT0386,126.019838241863,4.957658593749833
FT0387,126.904840516621,2.29777908325195
FT0388,126.904970248167,4.143066666667
FT0389,126.935622958428,1.3169512573242181
FT0390,127.051332711613,6.387333333333
FT0391,127.002215775569,6.0299167602539
FT0392,127.002371590371,5.722366666667
FT0393,127.07600812921,1.001083333333
FT0394,127.048880458956,1.5164522806803382
FT0395,126.988757574351,1.3335858662923183
FT0396,127.897093151984,1.0675851186116534
FT0397,128.035416987085,4.8579
FT0398,128.071489610543,4.19261372884115
FT0399,128.077536377029,1.0904593149820967
FT0400,128.959752782483,13.53575830078125
FT0401,128.932548020424,1.3169499999999998
FT0402,128.914481386421,11.341349283854166
FT0403,129.073459457716,0.996782759348385
FT0404,129.038767487187,4.857900492350267
FT0405,129.019575924156,1.5995686848958333
FT0406,128.980486024386,13.103516666667
FT0407,129.019349579631,8.0331314086914
FT0408,129.019654326294,4.982592004394366
FT0409,130.076908022569,1.00109238179508
FT0410,130.087493427002,4.209271748860683
FT0411,130.051275756321,1.9819170633951833
FT0412,130.062027592061,6.1546
FT0413,130.064839365812,1.3335762664796582
FT0414,130.041441890878,4.86614431559245
FT0415,130.022418985665,8.0497573710122
FT0416,130.052001043095,6.0216
FT0417,129.984734039411,13.070282999674482
FT0418,130.022676486758,1.6156660715738933
FT0419,130.111335223829,4.458768717447916
FT0420,130.930968966542,1.0675851186116534
FT0421,130.958616929264,5.0823336669921835
FT0422,130.930843112027,0.651983333333
FT0423,131.035654989051,6.05485
FT0424,131.0906583031,4.22590408325195
FT0425,131.035425411983,5.738983662923184
FT0426,131.034916595872,2.979366666667
FT0427,131.08247352741,6.869433333333
FT0428,131.046196320708,6.445562489827466
FT0429,131.063381456352,6.187979634602867
FT0430,131.090566584189,4.458916666666999
FT0431,131.071181752408,1.100833333333
FT0432,131.045298469497,5.007516988118483
FT0433,132.03037375094,5.007516988118483
FT0434,132.030228790689,6.54530131022135
FT0435,132.014649643106,2.0733584594728165
FT0436,132.092299920402,4.209398531087066
FT0437,132.048974431791,6.43729146321615
FT0438,132.074740326656,1.166215896606445
FT0439,132.037378451575,2.9940839131673167
FT0440,132.898415084032,1.0675851186116534
FT0441,132.8677720329,5.09063622843425
FT0442,133.014362524378,7.21855
FT0443,133.050854415636,1.400066666667
FT0444,133.087047402216,1.3158231099446618
FT0445,133.014776402756,0.651983333333
FT0446,133.01523414434,0.7409428914388017
FT0447,133.013746707022,7.817011515299483
FT0448,133.0506224521,4.741533406575517
FT0449,133.050342889584,2.8990066528320333
FT0450,133.931189972029,1.1208566029866533
FT0451,134.017966866817,7.21855
FT0452,134.049197585163,4.857764689127601
FT0453,133.991809110226,1.53306884765625
FT0454,134.060794077922,1.3169499999999998
FT0455,134.02802380716,4.974283854166667
FT0456,134.894416914727,5.074017333984367
FT0457,134.865253262601,1.0675851186116534
FT0458,134.894461241174,0.818232917785645
FT0459,135.031266053619,3.3451
FT0460,134.987663949998,13.219899999999999
FT0461,135.04553486833,1.200583333333
FT0462,135.045801575791,1.2711119333903
FT0463,135.029932656957,5.024150594075517
FT0464,135.894881049879,5.074017333984367
FT0465,135.945075859123,0.70185
FT0466,135.944946184162,1.1962997436523433
FT0467,136.101484407196,4.2095666666669995
FT0468,136.035145146756,3.344925689697267
FT0469,136.033380325954,5.024150000000001
FT0470,136.046715548829,1.1584673563639316
FT0471,136.015871389581,1.2561906178792317
FT0472,136.877161858449,5.082333882649733
FT0473,136.862688892739,1.067583333333
FT0474,136.972579800118,1.200583333333
FT0475,137.104701538806,4.458916666666999
FT0476,137.10460762249,4.209267679850266
FT0477,137.040690785148,6.553583333333
FT0478,137.024619837208,1.034333333333
FT0479,137.15434223125,4.4420430501301995
FT0480,137.154136605838,4.192933333333
FT0481,137.940622839339,0.7741830825805667
FT0482,137.940624802256,0.685216666667
FT0483,137.891895410698,5.040766906738283
FT0484,138.055980514529,1.3169525146484367
FT0485,138.027405968128,1.05095
FT0486,138.941328210607,13.502499389648433
FT0487,138.971268076016,7.966633605957033
FT0488,139.076276705292,1.01363525390625
FT0489,139.017013646239,5.0574
FT0490,139.059389801327,1.3456026713053384
FT0491,139.985179001018,5.273598734537767
FT0492,139.99907075845,0.7409428914388017
FT0493,140.978401693477,13.086900000000002
FT0494,140.919503898853,4.974283854166667
FT0495,141.055964539587,1.05095
FT0496,141.091881084138,0.9429087801617066
FT0497,141.02452457668,1.4275356928507483
FT0498,141.00356001303,1.1484612782796217
FT0499,140.990743621313,5.622616666667
FT0500,140.986422430696,2.5951721191406336
FT0501,140.986280699555,2.0147739410400334
FT0502,140.986270120896,0.80708745320638
FT0503,140.986298845147,2.8444096883138004
FT0504,142.059088974825,1.042642472839355
FT0505,142.09646394217,0.9429004923500933
FT0506,142.065559292642,2.8204242706298834
FT0507,142.917351998261,4.99085744222005
FT0508,142.921128582877,8.182747904459633
FT0509,142.926760817946,8.831100463867184
FT0510,142.921198869223,8.365616666667
FT0511,143.035406480443,6.0382334391276
FT0512,143.071276228742,1.1839594945271819
FT0513,143.035094695435,1.7491849263509167
FT0514,142.998129515034,4.19261372884115
FT0515,143.107903097882,0.9550155639648433
FT0516,144.103023499564,4.1596833333330006
FT0517,144.030622867758,4.974283333333
FT0518,144.045584999785,1.2172023773193366
FT0519,144.038808045153,6.046619923909501
FT0520,144.066487126404,2.2306804656982497
FT0521,144.030420605778,0.6519805908203133
FT0522,144.044754179182,4.425407918294267
FT0523,144.037840106706,5.7556172688802
FT0524,144.111228288245,0.9512176513671867
FT0525,144.954531687888,13.519133333333
FT0526,144.975465945637,13.086900000000002
FT0527,144.86923569354,5.073995971679683
FT0528,145.086661506109,0.984466666667
FT0529,145.061924667623,6.387333333333
FT0530,145.014348015687,6.886066666667
FT0531,145.058833471402,1.449933333333
FT0532,144.985456167786,0.6353568211873367
FT0533,145.014315562666,0.80708745320638
FT0534,145.026232370743,13.020417277018232
FT0535,145.111847460072,0.9346008936564133
FT0536,145.123266577659,1.134083333333
FT0537,146.082289009556,5.389884440104167
FT0538,146.04584314998,4.940921020507816
FT0539,146.046102894343,6.287583333333
FT0540,146.063907589632,6.420583333333
FT0541,145.979808219718,13.086900000000002
FT0542,146.019211061778,6.886062113444017
FT0543,146.090129995738,0.9678333333329999
FT0544,146.082488750771,1.405167388916015
FT0545,146.965977002378,2.4623425801595
FT0546,146.908237294095,1.483183333333
FT0547,146.965772058548,2.3498588562011666
FT0548,147.044981408945,4.026406860351567
FT0549,147.029719385992,6.819566666667
FT0550,147.047150081194,6.304216666667
FT0551,146.984885561151,13.170016666667001
FT0552,147.064985528375,6.4206787109375
FT0553,147.028771241298,0.6686
FT0554,148.043797389082,4.791416666667001
FT0555,148.076684396171,1.15071881612142
FT0556,147.975517683374,1.5131212865192016
FT0557,148.041776700946,0.6519805908203133
FT0558,148.04803536958,4.0097910563151
FT0559,148.033569543162,6.802933333333
FT0560,148.906280151177,1.4832023620605466
FT0561,149.045993239089,6.0382334391276
FT0562,149.045662159746,5.107266743977866
FT0563,149.027998692872,1.2338261978151084
FT0564,149.060698592132,1.067583333333
FT0565,149.009543650166,0.9262837801617068
FT0566,149.001182456821,1.405167388916015
FT0567,150.091557186688,1.11745
FT0568,150.056057870715,1.36683578491211
FT0569,149.994739072193,0.818232917785645
FT0570,150.01720768955,4.8743886311849
FT0571,150.048608114921,5.123900000000001
FT0572,150.962592502091,13.086900000000002
FT0573,150.962768819422,0.6963839118957517
FT0574,151.034517615231,1.8256082738242165
FT0575,151.026339972933,3.926459248860683
FT0576,151.00721451598,4.724916585286467
FT0577,151.060828629267,4.891029866536467
FT0578,151.057206491038,6.287583333333
FT0579,151.040707397623,1.167333333333
FT0580,151.076081838573,0.99248218536377
FT0581,151.006588289814,1.5497021993001299
FT0582,151.112649787614,1.3834524790445966
FT0583,151.966035676582,13.103516666667
FT0584,152.029505644901,3.9262547810872332
FT0585,152.059765424057,6.287583333333
FT0586,152.053805526359,1.8342690785725833
FT0587,152.002467381225,4.176316666667
FT0588,152.071761566385,1.1335255940755198
FT0589,152.047183959914,5.04908358968115
FT0590,152.112061512337,6.287583333333
FT0591,152.123742049836,1.1174687703450517
FT0592,152.978148211452,13.086900000000002
FT0593,153.03701072964,1.009333992004395
FT0594,153.074384295133,1.1267322784423832
FT0595,153.030765216211,4.6085459391276
FT0596,153.055038078446,4.791416666667001
FT0597,152.986038223753,1.3307221730550132
FT0598,153.03025790673,13.086900000000002
FT0599,153.127122097981,1.05095
FT0600,154.057540150384,4.791416666667001
FT0601,153.981381267255,13.103516666667
FT0602,154.022618607557,0.9346008936564133
FT0603,154.015631542398,0.6353636423746749
FT0604,153.981173004881,1.400066666667
FT0605,154.915562140771,13.53575
FT0606,154.96765944633,8.083
FT0607,155.071562633976,1.1839689890543617
FT0608,155.071526703517,0.9179670407614784
FT0609,155.071358192632,1.0037469228108717
FT0610,155.057024684642,4.7914085835773
FT0611,154.998987486036,8.747983333333
FT0612,155.107267561073,0.9346008936564133
FT0613,156.074916258997,4.0267
FT0614,156.055025297208,4.7912373860677
FT0615,155.99856812723,0.6796475092569984
FT0616,156.07458083821,1.009333992004395
FT0617,156.944951500629,0.6519805908203133
FT0618,156.946042022029,14.29215845947265
FT0619,156.946078350145,8.639956156412767
FT0620,156.946084907498,11.507599894205732
FT0621,156.946108857378,9.329815673828133
FT0622,156.946061770618,13.7518819173177
FT0623,156.946100897407,13.419400024414067
FT0624,156.946137337137,8.847716666666999
FT0625,156.946103802078,12.089444986979167
FT0626,157.024898805244,4.9909
FT0627,157.05063926115,1.4665666666669999
FT0628,157.086997733017,1.0509684244791666
FT0629,157.036484228479,5.223670456949701
FT0630,157.014609245674,3.5776123046875
FT0631,157.020766928932,0.66859753926595
FT0632,157.123201787882,0.9179670407614784
FT0633,157.922173196849,9.51268310546875
FT0634,157.922275561102,9.595816666667
FT0635,157.94912220322,8.581733194986983
FT0636,158.056637448867,3.0374978474936496
FT0637,158.060321644649,1.7047922134399334
FT0638,158.010774314343,0.7409428914388017
FT0639,158.010084110237,0.66859753926595
FT0640,158.020875696986,5.207065836588533
FT0641,158.126693859721,0.9013333333329999
FT0642,158.118532023675,4.17597681681315
FT0643,158.090533537838,1.0343349456787116
FT0644,159.040846079392,5.057351684570317
FT0645,159.004036524599,5.489787292480467
FT0646,159.10317848856,0.9512176513671867
FT0647,158.992744832511,9.07214086914045
FT0648,159.076816078138,6.0382334391276
FT0649,159.101744943325,1.18881549835205
FT0650,159.893757743856,0.7241678237915034
FT0651,160.097729736615,4.143066666667
FT0652,160.097915575422,5.389883886718583
FT0653,160.061647717497,3.6277166666669998
FT0654,160.027528046794,0.6519805908203133
FT0655,160.106382767586,0.9512176513671867
FT0656,160.842178860886,5.0574
FT0657,160.94939480819,13.519133333333
FT0658,160.948820139832,0.69034652709961
FT0659,160.956263141903,0.8514666770936734
FT0660,160.957225669601,0.9512883504231766
FT0661,160.931469045404,8.182747904459633
FT0662,160.931774945973,8.365616666667
FT0663,161.046007812802,6.0382333862303
FT0664,161.009539313396,4.924295552571617
FT0665,161.009462080468,8.6482328125
FT0666,161.045182123498,6.653316752115884
FT0667,161.133329958451,0.8847171147664383
FT0668,161.913444848203,2.4631785074869836
FT0669,161.952769701132,13.485882568359367
FT0670,162.039602420139,1.0675842259723265
FT0671,162.049306399462,6.05485
FT0672,162.077244211976,4.109816666667
FT0673,162.049086930409,5.738983662923184
FT0674,162.022393354291,1.5663188934326167
FT0675,162.076973382166,5.015799552409017
FT0676,162.056663241223,1.390277099609375
FT0677,162.136375526402,0.8847171147664383
FT0678,162.839248529747,5.074017333984367
FT0679,162.960120018912,13.086900000000002
FT0680,162.948741458672,13.53575
FT0681,162.893195008911,0.7409428914388017
FT0682,163.061256171857,4.359183333332999
FT0683,163.059698820662,0.9595337801617067
FT0684,163.041243102448,5.315135447184249
FT0685,163.05149050195,0.66859753926595
FT0686,163.015869691949,1.1839689890543617
FT0687,163.079579731306,4.109389241536467
FT0688,163.110999288504,0.9927757924396116
FT0689,163.11141225185,1.0904593149820967
