Row.names,mz,mzmin,mzmax,rt,rtmed,rtmin,rtmax,npeaks,X1,ms_level,control_1.mzML,control_2.mzML,control_3.mzML
FT0001,60.99271125,60.99263582,60.99281627,24.40953333,1464.572,1463.853,1465.189,3,3,1,15742.89142,23102.47311,21274.04159
FT0002,61.98805702,61.98793948,61.98812098,24.14973333,1448.984,1448.64,1449.029,3,3,1,39207.43376,39742.91229,37453.93073
FT0003,61.98802339,61.98797227,61.98819076,24.41503333,1464.902,1463.853,1465.189,3,3,1,35692.14149,38376.50186,46028.0227
FT0004,62.01388966,61.99838102,62.02956853,2.018958333,121.1375,120.597,122.562,6,3,1,29876.2055,17009.2473,14652.28852
FT0005,61.9983609,61.99835198,61.99836973,3.616133333,216.968,216.929,217.899,3,3,1,233627.7355,218358.6424,225214.2906
FT0006,61.99836226,61.99835138,61.99836707,5.7671,346.026,346.006,348.051,3,3,1,215506.0485,812061.7653,168090.826
FT0007,61.9983713,61.99837065,61.99837196,5.038675,302.3205,302.309,302.332,2,2,1,306072.8453,241827.7298,276217.6176
FT0008,61.9983528,61.99834781,61.99835779,4.012516667,240.751,240.74,240.762,2,2,1,128455.2096,85960.27828,118940.7004
FT0009,61.99835125,61.99833825,61.99836426,0.959125,57.5475,57.085,58.01,2,2,1,380072.0897,356764.2931,355263.5577
FT0010,61.99836194,61.99835802,61.99836587,6.089683333,365.381,364.894,365.868,2,2,1,180694.2941,162734.3525,176858.6082
FT0011,61.99833651,61.99833089,61.99834212,23.32770833,1399.6625,1398.663,1400.662,2,2,1,417663.6344,380653.1456,369048.6468
FT0012,62.99726265,62.99717958,62.99730863,12.60263333,756.158,755.151,756.202,3,3,1,32323.49955,33601.59854,27400.46885
FT0013,63.99231529,63.9921895,63.99244108,2.034966667,122.098,121.634,122.562,2,2,1,31200.94356,21662.49447,15955.95531
FT0014,68.99640716,68.99618364,68.99676086,0.96725,58.035,58.01,58.079,3,3,1,26986.07831,29846.70352,24084.04733
FT0015,71.01378109,71.01376952,71.01378666,7.38975,443.385,443.345,444.319,3,3,1,376798.5806,351589.4883,394614.1738
FT0016,71.01374112,71.01363144,71.01375328,2.489583333,149.375,146.422,149.44,3,3,1,330559.1524,337486.0629,389998.7653
FT0017,71.01375347,71.01373222,71.01377473,6.081733333,364.904,364.875,364.933,2,2,1,66220.35453,57650.06217,48882.69662
FT0018,71.01365902,71.01359799,71.01372004,3.003208333,180.1925,180.16,180.225,2,2,1,71946.42118,70356.3614,53970.34325
FT0019,71.01374388,71.01369062,71.01379715,5.750708333,345.0425,345.013,345.072,2,2,1,76589.33108,61189.95714,35373.17195
FT0020,71.01372167,71.01370694,71.01373639,6.669283333,400.157,399.631,400.683,2,2,1,103426.4615,95909.05213,80482.6652
FT0021,71.01376322,71.01374516,71.01378129,5.1628,309.768,309.26,310.276,2,2,1,103929.2213,73461.63716,65835.60092
FT0022,72.04511884,72.04510398,72.04520053,3.549916667,212.995,212.957,213.927,3,3,1,266878.4972,230855.8071,198492.2965
FT0023,72.96967501,72.96964411,72.96971202,12.58681667,755.209,755.151,756.158,3,3,1,3443828.755,3288741.466,2770844.545
FT0024,73.02918592,73.02909854,73.02923313,3.400316667,204.019,203.997,205.051,3,3,1,558096.7642,421629.3342,349879.6699
FT0025,73.02925692,73.02921233,73.02926623,6.893216667,413.593,413.534,414.547,3,3,1,101955.5428,86514.15708,70338.97159
FT0026,73.02923359,73.02920659,73.02924378,5.816416667,348.985,348.051,349.998,3,3,1,66349.7439,58418.50461,47528.79566
FT0027,72.9929505,72.99282188,72.99306619,1.7448,104.688,102.722,104.752,3,3,1,71943.11668,103630.5329,153760.008
FT0028,73.02913882,73.02910534,73.02917231,2.6393,158.358,157.345,159.371,2,2,1,76776.10643,70651.31738,56372.51245
FT0029,72.99317221,72.99310734,72.99323708,7.405808333,444.3485,443.326,445.371,2,2,1,24850.17251,23873.88701,19514.04933
FT0030,74.02457537,74.02452672,74.0246277,5.8995,353.97,353.951,354.009,3,3,1,212509.5015,189302.9715,155695.1882
FT0031,74.0245658,74.02444996,74.02462227,3.549916667,212.995,212.957,213.927,3,3,1,793611.8346,700707.4404,595501.6402
FT0032,74.024527,74.02448637,74.02456764,4.442841667,266.5705,264.596,268.545,2,2,1,118208.3178,91365.38842,102932.9351
FT0033,74.99068782,74.99047994,74.99076355,1.298266667,77.896,77.875,77.94,3,3,1,277235.9957,266827.8079,278633.793
FT0034,74.9677233,74.96759628,74.96774681,12.58681667,755.209,755.151,756.158,3,3,1,239314.5684,234864.0721,202508.069
FT0035,74.99062225,74.9904923,74.99068544,0.685883333,41.153,41.127,43.183,3,3,1,88196.44307,123816.3889,90393.88591
FT0036,74.99063817,74.99056616,74.99071018,23.394275,1403.6565,1402.635,1404.678,2,2,1,15901.3512,357065.5565,184608.8353
FT0037,75.04496532,75.04466406,75.04498103,1.563066667,93.784,93.764,93.829,3,3,1,28280.93245,26714.67588,28700.36033
FT0038,75.0276224,75.02751666,75.02772815,3.565958333,213.9575,213.927,213.988,2,2,1,19273.66419,15897.70758,8565.647343
FT0039,75.00860012,75.00859494,75.00860529,4.57525,274.515,272.54,276.49,2,2,1,44783.83684,26098.00806,34954.48689
FT0040,78.95894036,78.95890512,78.95898226,9.176583333,550.595,550.579,550.636,3,3,1,66284.10519,67771.96767,65103.91623
FT0041,78.95897873,78.9589647,78.95902955,7.93495,476.097,475.163,476.116,3,3,1,204716.2794,122451.9188,173073.7909
FT0042,78.95898015,78.9589483,78.95898462,6.7105,402.63,401.618,402.669,3,3,1,837175.6643,780968.0281,663940.6326
FT0043,78.95902169,78.95901625,78.95903015,7.1736,430.416,429.482,431.429,3,3,1,1682835.443,1263725.371,1448035.876
FT0044,78.95899338,78.95898627,78.95903788,8.349033333,500.942,499.99,501.92,3,3,1,302755.5749,343334.853,282269.3065
FT0045,78.9187176,78.91857677,78.91872522,3.400316667,204.019,203.065,205.983,3,3,1,121327.1369,75528.68417,90003.1966
FT0046,79.95718544,79.95700218,79.95719668,5.932283333,355.937,355.002,355.957,3,3,1,25020.63475,33804.82151,22059.73189
FT0047,80.01161564,80.01159901,80.01163227,12.312875,738.7725,738.283,739.262,2,2,1,26656.59508,9049.229059,21657.15527
FT0048,80.97435396,80.97430861,80.97442113,3.268566667,196.114,195.082,197.042,3,3,1,159972.9692,176806.3206,152832.4758
FT0049,80.91658047,80.91650262,80.91664211,3.400316667,204.019,203.065,205.983,3,3,1,110490.7599,66140.03531,87282.6787
FT0050,80.97431791,80.97421734,80.9743718,4.311266667,258.676,256.6279844,262.61,3,3,1,127731.059,136351.5831,216782.723
FT0051,81.04567573,80.96546215,81.04571764,4.460216667,267.613,265.589,269.538,3,3,1,25029.00436,51448.34237,25350.7081
FT0052,82.02970139,82.02968514,82.02992977,6.396033333,383.762,383.743,383.801,3,3,1,20923.26932,15367.71417,11352.95764
FT0053,82.0296763,82.02964398,82.02970198,3.268566667,196.114,195.082,197.042,3,3,1,72332.37439,66206.49975,44023.96081
FT0054,82.95394432,82.95372729,82.95398619,1.678933333,100.736,100.715,100.78,3,3,1,47903.48475,50762.19955,30343.94247
FT0055,82.9749128,82.97490678,82.97497597,12.33781667,740.269,739.262,741.306,3,3,1,236074.545,115429.6282,198196.7788
FT0056,84.04530456,84.04519023,84.04533128,3.549916667,212.995,212.934,213.95,3,3,1,28594.79005,30340.40267,22173.58576
FT0057,84.04518735,84.04516094,84.04547109,6.412583333,384.755,383.743,384.794,3,3,1,16651.73597,14706.07874,12356.13515
FT0058,84.0452014,84.04511521,84.0452876,1.26535,75.921,74.96,76.882,2,2,1,21291.77361,18266.50112,5032.351264
FT0059,84.95088514,84.95064702,84.95112327,1.679125,100.7475,100.715,100.78,2,2,1,13536.87339,15685.56769,4445.078073
FT0060,85.02908165,85.02900112,85.02922883,0.96725,58.035,58.01,58.079,3,3,1,102962.6351,94860.57869,100300.5151
FT0061,85.02920267,85.02916236,85.02928261,8.232916667,493.975,493.039,493.991,3,3,1,109448.5262,81938.36775,69758.34491
FT0062,85.0292721,85.02911457,85.02931809,8.613583333,516.815,515.8790313,516.831,3,3,1,34811.58784,34961.322,27085.76824
FT0063,85.99919688,85.99899051,85.99942944,0.636216667,38.173,38.148,38.217,3,3,1,62192.21726,53430.98274,53217.4723
FT0064,86.02435226,86.02423493,86.02444235,1.894833333,113.69,113.625,114.639,3,3,1,896302.4756,742959.0056,525070.4645
FT0065,86.00681933,86.00625613,86.00685745,3.730966667,223.858,222.887,226.898,3,3,1,94346.32533,14994.53955,106622.844
FT0066,86.00684955,86.00684263,86.00685646,4.045616667,242.737,241.755,243.719,2,2,1,140965.6664,1244.818755,92672.20168
FT0067,86.97446274,86.97442476,86.97463537,8.3987,503.922,501.92,506.942,3,3,1,99308.98226,180393.2335,126515.5869
FT0068,87.04488018,87.04479338,87.04498274,1.381016667,82.861,82.841,82.905,3,3,1,821271.6281,747408.9223,652333.1554
FT0069,87.00859402,87.00856035,87.00867449,8.580749479,514.8449688,514.8289688,514.886,3,3,1,230439.4815,220312.7666,186075.2558
FT0070,87.04486082,87.04480706,87.04489459,2.721733333,163.304,163.278,163.343,3,3,1,535031.7607,474374.8983,394146.1138
FT0071,87.00849673,87.00801675,87.00852721,7.306983333,438.419,438.361,441.359,3,3,1,70208.16548,65037.46816,58312.79717
FT0072,87.00862467,87.00857751,87.00865187,2.489583333,149.375,146.422,149.44,3,3,1,569821.5588,574118.6401,416928.3376
FT0073,87.02739455,87.0272551,87.027534,1.894291667,113.6575,113.625,113.69,2,2,1,31969.21804,29092.78824,17723.68277
FT0074,88.04019774,88.04011651,88.04022828,6.6774,400.644,400.624,400.683,3,3,1,729562.0546,688575.0102,554571.4262
FT0075,88.04032193,88.04025717,88.04032914,6.131216667,367.873,367.854,367.912,3,3,1,4693493.048,4615155.678,3356119.092
FT0076,88.00370471,88.00352574,88.00380214,0.63695,38.217,38.173,39.141,3,3,1,51874.09859,46590.90389,46801.99015
FT0077,88.04827953,88.04820227,88.04835501,1.380683333,82.841,81.868,82.905,3,3,1,50055.38164,45939.94185,39066.53201
FT0078,88.04029077,88.04020292,88.04029707,7.141483333,428.489,428.43,429.443,3,3,1,106819.5087,103687.2239,79915.6155
FT0079,88.04006365,88.03992591,88.04008136,2.17620013,130.5720078,130.528,133.486,3,3,1,536052.5691,539106.3934,407338.4766
FT0080,88.98789478,88.98784377,88.9879357,8.100783333,486.047,486.031,486.086,3,3,1,585464.8612,498086.542,553276.7015
FT0081,88.98775072,88.98748883,88.98784039,0.669333333,40.16,40.134,40.203,3,3,1,65844.66583,57579.26456,64052.34323
FT0082,88.98782717,88.98754545,88.98785046,1.4314,85.884,84.827,86.833,3,3,1,67706.30096,104160.8282,93202.63273
FT0083,89.04343224,89.02436661,89.04347803,6.131058333,367.8635,364.933,367.912,4,3,1,197775.9679,185911.2668,140851.7382
FT0084,89.0243474,89.02431844,89.0243693,7.405316667,444.319,443.385,444.338,3,3,1,290690.8096,277107.9246,233168.537
FT0085,89.02436258,89.02434387,89.02437001,5.75055,345.033,344.02,346.065,3,3,1,2704460.136,306114.5111,462318.3544
FT0086,89.0249622,89.02486048,89.02503302,2.474116667,148.447,145.429,149.375,3,3,1,302027209.9,302703721.6,229608360
FT0087,89.02432381,89.02428961,89.02435801,5.171591667,310.2955,310.276,310.315,2,2,1,473223.4501,498923.1001,387903.9783
FT0088,89.99145182,89.99140427,89.99153993,8.117066667,487.024,485.054,487.079,3,3,1,11154.03512,10348.76565,15066.33124
FT0089,90.04450684,90.04445014,90.04468784,6.131216667,367.873,367.854,367.912,3,3,1,28052.17982,27240.74163,17238.07351
FT0090,90.02781544,90.02777828,90.02784651,2.489583333,149.375,146.422,149.44,3,3,1,11910396.19,12046520.29,8662319.113
FT0091,90.97125174,90.97122088,90.97136345,7.935266667,476.116,476.097,476.156,3,3,1,444420.44,432872.4903,371111.086
FT0092,90.97117883,90.97117016,90.97130376,8.5642,513.852,512.8430313,513.893,3,3,1,470265.4103,439484.1583,391267.8478
FT0093,91.02200873,91.02183409,91.02206817,1.298266667,77.896,77.875,77.94,3,3,1,2765419.813,2895454.552,2863488.696
FT0094,91.02188023,91.0217372,91.02199201,0.685883333,41.153,41.127,41.196,3,3,1,1597958.283,1589253.926,1586377.26
FT0095,91.03967349,91.03950124,91.03968914,2.98655,179.193,179.167,179.232,3,3,1,692624.7561,724719.499,521608.7457
FT0096,90.99658527,90.97115608,91.02192104,9.168175,550.0905,545.671,551.572,4,3,1,265155.2033,182471.936,288988.4192
FT0097,91.05499677,91.05497341,91.05519318,1.1162,66.972,65.959,68.009,3,3,1,25328.49925,35350.02798,21581.92237
FT0098,91.02197164,91.02190549,91.02198833,3.1858,191.148,191.11,193.07,3,3,1,3866478.482,3808453.003,4093750.427
FT0099,91.0283746,91.02821354,91.02840992,2.474116667,148.447,145.429,149.375,3,3,1,2593400.863,2392017.95,1918829.796
FT0100,91.02210501,91.02190979,91.02226813,1.99305,119.583,118.655,123.576,3,3,1,1535055.752,1522742.144,1873159.476
FT0101,91.02189888,91.02188716,91.02191059,4.806958333,288.4175,288.406,288.429,2,2,1,503950.7031,768780.0242,1118156.647
FT0102,91.02191354,91.02189348,91.0219336,17.22079167,1033.2475,1033.227063,1033.267938,2,2,1,240877.0327,300829.2849,223516.0069
FT0103,91.02191715,91.02190133,91.02193296,8.076141667,484.5685,484.1,485.037,2,2,1,174867.0138,133179.1533,120902.5126
FT0104,91.02200557,91.02197697,91.02203418,11.5188,691.128,690.603,691.653,2,2,1,634264.6564,139924.7371,386942.1773
FT0105,91.0218731,91.02181934,91.02192685,24.40316667,1464.19,1463.522,1464.858,2,2,1,77017.29578,64149.9659,87398.38902
FT0106,91.02192869,91.02191098,91.02196345,9.591033333,575.462,573.436,579.377,3,3,1,94920.45302,124623.6353,169021.9133
FT0107,91.02187403,91.02177234,91.02197572,23.89043333,1433.426,1432.44,1434.412,2,2,1,1250678.571,921153.6575,1499283.191
FT0108,91.02195868,91.02190572,91.02201165,20.57238333,1234.343,1232.873,1235.813,2,2,1,3640716.8,4014957.709,4179140.287
FT0109,91.02193941,91.02191937,91.02195945,15.59006667,935.404,933.921,936.887,2,2,1,270360.1964,159924.0724,63258.73741
FT0110,91.02196097,91.02195615,91.02196578,6.155883333,369.353,367.854,370.852,2,2,1,317061.791,332237.9036,365755.2471
FT0111,91.02198369,91.02194056,91.02202681,21.84683333,1310.81,1309.299,1312.321,2,2,1,750390.9668,502012.1003,1168960.061
FT0112,91.02190497,91.02189821,91.02191173,6.727216667,403.633,401.676,405.59,2,2,1,313731.6168,172544.0829,247881.2676
FT0113,91.0219185,91.02191722,91.02191979,8.655433333,519.326,517.865,520.787,2,2,1,20828.02466,84476.86805,52780.8721
FT0114,91.95694077,91.95657431,91.95695319,1.297916667,77.875,76.903,77.94,3,3,1,156106.3793,123270.3068,221567.8774
FT0115,91.98990271,91.95642593,92.02319746,0.6866,41.196,40.134,42.146,4,3,1,43196.20751,109572.2942,95792.27298
FT0116,92.04309138,92.02289555,92.04320776,2.986875,179.2125,179.167,181.218,4,3,1,22453.80891,24855.42028,19656.84387
FT0117,92.03131812,92.03100191,92.0315589,2.474116667,148.447,146.422,149.375,3,3,1,80110.90158,93025.79297,45087.31993
FT0118,92.02303625,92.02286377,92.02320872,2.010316667,120.619,120.597,120.641,2,2,1,100613.9766,110982.7036,106774.2127
FT0119,92.02308597,92.02306341,92.02310853,3.28425,197.055,196.049,198.061,2,2,1,109450.8703,197692.275,270177.4124
FT0120,92.02281486,92.02274585,92.02298827,1.298266667,77.896,76.882,77.94,3,3,1,330256.6431,183155.0705,177236.9155
FT0121,92.02308639,92.02305926,92.02311352,23.57645,1414.587,1414.565,1414.609,2,2,1,152221.9871,70407.65634,245437.8054
FT0122,92.92764217,92.92757061,92.9277204,4.261616667,255.697,253.672,256.6279844,3,3,1,93517.2624,136478.5174,106204.1659
FT0123,93.01880948,93.01864894,93.01881519,1.281716667,76.903,76.882,77.94,3,3,1,166181.9825,110020.2673,264077.066
FT0124,93.03376891,93.00241119,93.03416975,1.09985,65.991,61.986,66.972,4,3,1,50962.93403,40839.68832,36719.91408
FT0125,93.04524974,93.04520787,93.0452916,1.41395,84.837,84.827,84.847,2,2,1,20269.63337,17442.73046,24817.22726
FT0126,93.00195909,93.00182042,93.00209775,2.688958333,161.3375,161.318,161.357,2,2,1,11656.93887,12003.38836,20246.52597
FT0127,93.03427399,93.03408447,93.03446352,5.278983333,316.739,316.212,317.266,2,2,1,15172.20413,12512.75562,9147.089672
FT0128,94.0048794,94.00468318,94.00490827,0.619683333,37.181,36.231,38.148,3,3,1,82619.48864,60493.92555,66604.71489
FT0129,94.98038435,94.98027594,94.98042695,0.685883333,41.153,41.127,42.19,3,3,1,304520.8278,360335.804,316224.2149
FT0130,94.98965842,94.98960057,94.98967081,8.3987,503.922,501.977,505.892,3,3,1,379572.8506,275152.4629,293959.7273
FT0131,94.98047293,94.98042948,94.98051638,2.639091667,158.3455,158.313,158.378,2,2,1,475779.8876,403140.7169,432508.0346
FT0132,94.98041485,94.98030663,94.98052306,23.865975,1431.9585,1431.491,1432.426,2,2,1,224880.6308,237923.406,229105.8684
FT0133,94.98046656,94.98044477,94.98048834,6.023966667,361.438,360.922,361.954,2,2,1,427512.9826,367001.8765,718221.1997
FT0134,94.9249566,94.92488963,94.92502358,4.23595,254.157,253.672,254.642,2,2,1,88444.62114,54553.18163,63912.49519
FT0135,94.99681967,94.99667774,94.99692293,1.04965,62.979,62.007,63.044,3,3,1,1171155.356,813592.1512,886759.0134
FT0136,95.96147214,95.96140226,95.96149054,6.7105,402.63,402.611,402.669,3,3,1,721679.5117,618776.991,523290.2213
FT0137,95.98548157,95.98539768,95.98549013,12.58608333,755.165,754.158,756.202,3,3,1,38363.57842,36010.44429,30525.22
FT0138,95.99756544,95.99733631,95.99764067,1.03345,62.007,61.986,62.051,3,3,1,54739.20176,42108.00886,40423.80996
FT0139,96.96015098,96.96015055,96.96019282,8.216633333,492.998,492.982,493.039,3,3,1,4222665.656,4276128.674,4432050.749
FT0140,96.96973341,96.96966913,96.96974141,7.240133333,434.408,434.388,434.447,3,3,1,12608210.8,7813306.164,11775814.64
FT0141,96.98797492,96.98795933,96.98799861,12.32103333,739.262,738.327,739.276,3,3,1,58468.50719,25350.15101,49609.35833
FT0142,96.96969969,96.96966267,96.96973245,6.7105,402.63,401.618,402.669,3,3,1,7011029.456,6452399.461,5515429.486
FT0143,96.96766607,96.96755403,96.96777812,8.796125,527.7675,527.739,527.796,2,2,1,68692.05116,78475.471,NA
FT0144,96.96781053,96.96780897,96.96781208,7.753375,465.2025,464.239,466.166,2,2,1,121707.1866,75604.93024,94678.41619
FT0145,96.96027919,96.96027808,96.96028029,8.9944,539.664,538.679,540.649,2,2,1,779133.13,439567.7884,828098.1655
FT0146,96.96022231,96.96019878,96.96024584,10.8564,651.384,649.888,652.88,2,2,1,397017.026,1724185.476,2789372.704
FT0147,97.02920566,96.99325631,97.06578484,1.017091667,61.0255,58.035,62.051,10,3,1,31942.08448,34088.79898,45941.99351
FT0148,97.04055106,97.04047706,97.04085712,6.396683333,383.801,383.743,384.755,3,3,1,25905.1647,22467.17448,22568.48231
FT0149,97.96027576,97.96009614,97.96027782,8.199816667,491.989,491.012,493.039,3,3,1,30589.61859,29632.85526,35331.12494
FT0150,97.9740747,97.97405569,97.9740937,7.231691667,433.9015,433.395,434.408,2,2,1,16995.25305,8250.774166,16710.4906
FT0151,98.02455271,98.02444188,98.02463095,3.549916667,212.995,212.957,213.927,3,3,1,915311.8779,786679.6552,683549.0376
FT0152,98.02453906,98.0244391,98.02455316,6.429133333,385.748,385.729,386.78,3,3,1,35740.8845,39295.82419,30224.22884
FT0153,98.02444683,98.02437173,98.06099087,2.589433333,155.366,153.373,159.306,4,3,1,149376.39,131585.7215,97732.39082
FT0154,98.06093082,98.06078878,98.06097556,1.297916667,77.875,75.954,77.896,3,3,1,42614.11613,19840.00522,27336.63446
FT0155,98.97348532,98.97327969,98.97352976,7.240133333,434.408,434.388,434.447,3,3,1,100337.8756,62896.5076,89449.91207
FT0156,98.95658499,98.95657085,98.95671155,8.216366667,492.982,492.045,492.998,3,3,1,181204.7007,182484.9642,188672.0727
FT0157,98.97360022,98.97351883,98.9737105,6.710183333,402.611,401.676,402.63,3,3,1,52291.28207,46764.62292,45270.46118
FT0158,98.94913739,98.94898976,98.94917719,12.58608333,755.165,755.151,756.202,3,3,1,31091.6414,30804.59085,23545.92681
FT0159,98.94882149,98.94868465,98.94928255,1.05,63,62.979,64.03700391,3,3,1,13597.36046,12787.99905,46216.09128
FT0160,99.02671337,99.00838593,99.04565571,1.315183333,78.911,76.882,80.919,6,3,1,124154.9047,45514.99585,101574.5683
FT0161,99.05613614,99.05604985,99.05626681,6.396033333,383.762,383.743,383.801,3,3,1,32137.46879,25932.29251,22943.74149
FT0162,99.00867115,99.00864417,99.00868216,6.892566667,413.554,413.534,413.593,3,3,1,111539.7492,88974.2829,76825.49752
FT0163,99.04282658,99.04278718,99.04284752,12.30545,738.327,738.269,739.276,3,3,1,32865.27063,17917.51885,30675.7299
FT0164,99.0451493,99.04502887,99.04518555,6.230533333,373.832,372.819,373.87,3,3,1,40365.14539,31131.62841,20980.9811
FT0165,99.02790374,99.02788729,99.02810334,3.549916667,212.995,212.957,214.92,3,3,1,42304.09414,38291.5835,28978.52624
FT0166,99.04487354,99.04467963,99.04528699,3.896466667,233.788,232.818,235.835,3,3,1,21958.88098,26229.81688,11264.85417
FT0167,99.0086423,99.008536,99.00866551,7.289466667,437.368,436.433,437.387,3,3,1,27482.96116,29755.52518,18639.23096
FT0168,100.0584675,100.0403259,100.0767194,6.47895,388.737,387.734,389.759,6,3,1,45972.01409,31636.30833,30169.97332
FT0169,100.0016836,100.0016167,100.0017216,12.30545,738.327,738.283,739.262,3,3,1,25119.35426,5319.68074,17148.59835
FT0170,100.0036418,100.0034111,100.0036518,1.745133333,104.708,104.688,105.745,3,3,1,279209.4256,130651.3805,330354.1091
FT0171,100.0403012,100.040288,100.040359,3.252016667,195.121,195.082,197.042,3,3,1,37842.72585,41808.68923,25360.45569
FT0172,100.0052013,99.97013365,100.0404177,4.47645,268.587,265.589,271.524,4,3,1,55155.2058,36598.68968,20790.34891
FT0173,100.040402,100.0402776,100.0405264,5.460716667,327.643,327.158,328.128,2,2,1,16160.87942,5956.567328,17529.83558
FT0174,100.0035451,100.003452,100.0036381,23.88215833,1432.9295,1432.426,1433.433,2,2,1,66649.26696,75758.68736,92639.88626
FT0175,100.9855462,100.9854811,100.9855936,12.32126667,739.276,738.269,739.32,3,3,1,10920810.69,6912913.993,10019367.05
FT0176,100.9853362,100.9853072,100.9853873,8.084883333,485.093,483.068,487.024,3,3,1,108485.2664,115010.8489,127156.1853
FT0177,100.9853183,100.9853175,100.9853191,7.554441667,453.2665,453.257,453.276,2,2,1,283248.7199,257820.1506,231816.8835
FT0178,100.9853378,100.9853344,100.9853412,5.626233333,337.574,337.066,338.082,2,2,1,179600.9064,172475.5297,203015.867
FT0179,100.9853217,100.9853092,100.9853343,6.942541667,416.5525,415.579,417.526,2,2,1,88310.46504,124541.0792,136056.7209
FT0180,100.9780613,100.9709019,100.9852206,4.625225,277.5135,275.497,279.53,2,2,1,18990.7575,217401.3033,NA
FT0181,101.0718851,101.024045,101.0719578,6.396358333,383.7815,383.743,388.708,4,3,1,261654.5518,222865.4479,189896.755
FT0182,101.0240667,101.0240066,101.0241464,6.081566667,364.894,364.875,364.933,3,3,1,72758.16658,66676.2461,55606.36952
FT0183,101.0608979,101.0606874,101.0610369,1.215516667,72.931,72.91,72.974,3,3,1,11132326.56,6068631.092,7593234.395
FT0184,101.0717098,101.0716627,101.0717468,3.516816667,211.009,210.971,211.941,3,3,1,108127.6848,92763.07138,77104.1792
FT0185,101.0241462,101.0240931,101.0241625,5.369883333,322.193,321.177,322.231,3,3,1,563007.301,472914.7264,363703.1082
FT0186,101.0606669,101.060568,101.0607077,2.258216667,135.493,135.472,136.53,3,3,1,650549.1605,459341.7106,366781.4237
FT0187,101.0717887,101.0717806,101.0717969,4.442841667,266.5705,264.596,268.545,2,2,1,101133.7221,12149.59256,43191.25631
FT0188,101.024068,101.0240437,101.0241207,6.991866667,419.512,419.493,421.537,3,3,1,51172.29524,81939.48103,45537.88427
FT0189,101.9886804,101.9883966,101.9887605,12.30545,738.327,738.269,739.276,3,3,1,135140.595,108424.4147,125001.6537
FT0190,102.0559154,102.0558487,102.0559373,6.462233333,387.734,387.715,387.773,3,3,1,3701946.963,3567937.142,2973068.948
FT0191,102.0639379,102.0636478,102.0641327,1.215516667,72.931,72.91,72.974,3,3,1,524176.5473,313274.7688,370278.6047
FT0192,102.0557764,102.0556041,102.0558018,2.969566667,178.174,177.246,178.2,3,3,1,57322.57338,45525.31187,31038.56783
FT0193,102.0196373,102.0195272,102.0197298,3.664766667,219.886,218.954,219.908,3,3,1,461603.6481,67722.14063,247075.2093
FT0194,102.0281407,102.0279106,102.0282277,5.370516667,322.231,322.17,323.186,3,3,1,22595.84113,23178.26599,15196.6929
FT0195,102.0196971,102.0196626,102.0197316,3.209775,192.5865,192.103,193.07,2,2,1,118172.5954,9677.275843,71663.416
FT0196,102.9700721,102.9699959,102.970124,7.124283333,427.457,427.437,427.496,3,3,1,14438.51855,11599.74351,9519.391651
FT0197,102.9898756,102.9898497,102.9899236,12.32126667,739.276,738.269,739.32,3,3,1,83592.61023,50886.3114,76455.85602
FT0198,103.0218616,103.0034045,103.0400582,0.669475,40.1685,39.141,42.146,6,3,1,86622.62385,30732.50824,29200.74341
FT0199,103.015148,103.0147076,103.0399579,3.234816667,194.089,193.134,196.049,5,3,1,28049.66767,239879.6813,21066.4975
FT0200,103.0591246,103.0590763,103.059192,6.462233333,387.734,387.715,387.773,3,3,1,151917.6228,147589.854,129801.296
FT0201,103.0400191,103.0399751,103.0400215,6.991866667,419.512,419.493,419.551,3,3,1,100635.2188,93116.6979,94398.11384
FT0202,103.0654075,103.0652598,103.0655817,1.215516667,72.931,71.917,72.974,3,3,1,43871.53021,31886.29541,33915.93971
FT0203,103.0035109,103.0034577,103.0035328,6.693633333,401.618,400.683,401.637,3,3,1,428396.5298,481345.0878,540789.7441
FT0204,103.0544274,103.0542333,103.0544279,3.615483333,216.929,215.975,217.899,3,3,1,40913.18587,42593.48164,34524.08568
FT0205,103.0399665,103.0398919,103.040038,2.656183333,159.371,157.345,160.299,3,3,1,1224182.208,1124703.032,1667743.03
FT0206,103.0757928,103.0756947,103.075891,1.298633333,77.918,77.896,77.94,2,2,1,9911.9133,20193.40793,32280.97217
FT0207,103.039815,103.0396902,103.0399399,1.6543,99.258,98.794,99.722,2,2,1,559108.4928,543240.6857,194171.1638
FT0208,104.0205827,104.0049808,104.0352871,6.693633333,401.618,400.644,401.676,6,3,1,13323.37746,68617.18236,54984.97914
FT0209,104.035216,104.0350387,104.0353074,3.549916667,212.995,212.957,213.927,3,3,1,296830.7715,264499.135,220276.1803
FT0210,104.0433285,104.0432805,104.0434136,2.656183333,159.371,158.339,160.299,3,3,1,50276.43464,45523.32545,36715.84443
FT0211,104.0608018,104.0607304,104.0608731,6.47035,388.221,387.715,388.727,2,2,1,12718.24205,12460.67933,11803.37472
FT0212,105.0174885,105.0172823,105.017544,1.04965,62.979,62.007,63.044,3,3,1,82000.44181,61885.60435,65422.26459
FT0213,105.0192845,105.0192009,105.0193682,4.409741667,264.5845,262.61,266.559,2,2,1,86908.49325,65688.16311,86087.81444
FT0214,105.979273,105.9692052,105.9892732,0.636216667,38.173,37.155,39.141,6,3,1,34675.46968,24975.30885,25350.94881
