,mz,rt,example_data_for_colab/xcms_example_data//B1_NIST1950_1_6540.mzML,example_data_for_colab/xcms_example_data//B1_NIST1950_2_6540.mzML,example_data_for_colab/xcms_example_data//B1_NIST1950_3_6540.mzML,example_data_for_colab/xcms_example_data//blank-2_6540.mzML,uniqueIon,example_data_for_colab.xcms_example_data..B1_NIST1950_1_6540.mzML,example_data_for_colab.xcms_example_data..B1_NIST1950_2_6540.mzML,example_data_for_colab.xcms_example_data..B1_NIST1950_3_6540.mzML,example_data_for_colab.xcms_example_data..blank.2_6540.mzML
82,87.05501781196959,1.5561166666670003,3753.244396075411,1519.1754845966718,759.5877422983359,759.5877422983359,True,,,,
83,87.08426354157902,1.4561166666670002,1129.0275811562954,312.11098472918377,1991.196330152235,156.05549236459188,True,,,,
87,88.04054489153641,6.056116666666995,162179.2135130693,129987.08840000047,141521.46664818865,64993.54420000024,True,,,,
90,88.64233958556261,2.1561166666670006,784.6427573550686,355.0674340811842,1379.9641470673082,177.5337170405921,True,,,,
91,88.66990805266452,2.1561166666670006,1199.1920121308738,485.10659046231217,826.268893264757,242.55329523115608,True,,,,
92,88.72177388183049,2.2561166666670007,1054.8651882678455,273.5657445591519,136.78287227957594,136.78287227957594,True,,,,
93,88.98812233594269,0.656116666667,53309.66326227694,44932.43926608348,51922.83468250661,967.3625620594254,True,,,,
102,89.06058965760093,1.4561166666670002,6758.621384158663,3844.599524893728,5537.994310952969,1922.299762446864,True,,,,
109,91.0220152001563,1.356116666667,231105.5573401273,172970.45835042026,223384.57721325284,34718.47081415828,True,231105.557340127,172970.45835042,223384.577213253,34718.4708141583
117,92.05880098849843,1.256116666667,897.3712569773962,874.0752137050351,2575.565153361017,437.03760685251757,True,,,,
123,94.03123299659836,1.056116666667,17924.070259883236,18037.3875668262,15542.087335023738,7771.043667511869,True,,,,
140,96.97159068896964,5.056116666666998,2581937.515235672,2076599.5673973628,2054490.423945603,6638.197395874659,True,,,,
144,97.9609468545152,8.056116666666988,4248.877559943702,4024.145485699978,3370.557644398586,1685.278822199293,True,,,,
151,98.96616012025775,5.056116666666998,910969.5421384008,728948.5629370138,720766.825380783,4053.323385970695,True,,,,
156,99.92584623517968,0.656116666667,7930.389169197029,4946.3213418407,3519.180323073124,1759.590161536562,True,,,,
163,100.96239992283331,13.456116666666968,10519.345232667343,4347.426589887145,12953.076190742686,2173.7132949435727,True,,,,
165,100.96483144454784,0.656116666667,4034.336413338576,4989.591624774799,4370.380975956328,2017.168206669288,True,,,,
168,100.9857042702122,0.656116666667,70761.5902495841,59838.70061718817,53977.72640702556,8447.201796278938,True,,,,
177,102.02794525082052,6.856116666666992,1986.5859355073444,992.6138009870904,867.170810264588,311.99564830215115,True,,,,
179,102.0637425926579,1.256116666667,13350.066905397422,12459.479862411652,9878.836200662938,4939.418100331469,True,,,,
180,102.96415514262408,13.456116666666968,2246.3092282843054,1789.3886043992009,2636.832236635248,894.6943021996004,True,,,,
181,102.96415514262408,13.556116666666968,2182.112870543329,1694.239662331922,2261.8396208544464,847.119831165961,True,,,,
184,103.01488088998666,3.2561166666670016,32321.71721742704,27540.27926401353,23053.023008236905,11526.511504118453,True,,,,
192,104.0435380911754,2.0561166666670005,131000.38150114876,101612.5006135893,116024.87181139494,50806.25030679465,True,,,,
194,105.0195397866253,5.056116666666998,49158.77450102428,41622.51593071049,36942.73143782362,692.5648449771877,True,,,,
197,105.0447519068259,2.0561166666670005,19195.884636864088,16420.00422791255,15602.20710340752,7801.10355170376,True,,,,
198,105.96996034315862,5.056116666666998,2027.792550703496,1398.7623871949284,871.1320555322502,435.5660277661251,True,,,,
201,107.03527927826394,1.356116666667,3275.5177253292327,3055.803047407672,5479.957971480401,1527.901523703836,True,,,,
209,108.02169088971158,5.356116666666997,1424.0384097863864,550.4229433652598,1014.1882239378834,275.2114716826299,True,,,,
212,108.0497032291512,1.056116666667,1917.4495107422729,1082.166461073475,2318.763002608881,541.0832305367375,True,,,,
221,110.97570075989552,1.7561166666670005,59270.34435367123,42123.08399201286,44443.67028682066,529.661672114044,True,,,,
222,110.97570075989552,1.8561166666670008,59166.16065124235,42011.62852575186,44409.49661766929,1069.280445103631,True,,,,
225,111.01244686407075,7.956116666666988,8016.319667764869,14535.495961794462,13085.382139108297,177.99522958388732,True,,,,
238,113.03088955654658,0.656116666667,3317.1134570072154,1510.4070290436853,4297.3028224880845,755.2035145218426,True,,,,
242,113.0971023329594,0.956116666667,19787.0030612415,20103.538987824504,13713.733097652004,6856.866548826002,True,,,,
251,115.00331112119378,1.7561166666670005,82721.43948828884,72909.47342839024,74855.46529362001,2168.363968914008,True,,,,
269,116.9289405645375,2.756116666667001,59479.82661524294,33236.64774835825,34471.13670241504,5546.840934922586,True,,,,
271,116.93336829650023,6.056116666666995,7393.936540838242,4025.921629663123,758.5445077026302,1517.0890154052604,True,,,,
273,116.95219315988702,5.056116666666998,732.9635255741802,1232.5672400492697,1323.3720166258947,366.4817627870901,True,,,,
279,117.05575259130369,0.656116666667,2912.6409152622077,1174.3486196964946,1841.2519617302264,698.1698479774708,True,,,,
282,117.07500805263,4.956116666666999,14427.310601389509,10127.929276582146,12504.66196747497,5063.964638291073,True,,,,
287,118.03306656856353,1.5561166666670003,5917.135261874177,3845.986215557116,5778.254467687739,1922.993107778558,True,,,,
292,118.9185935218278,1.5561166666670003,914.673306584214,1755.937070906253,1045.594010442175,457.336653292107,True,,,,
299,121.03857116882917,3.056116666667001,1529.5978383293063,1438.9443765804292,728.9674653413606,364.4837326706803,True,,,,
