,mz,rt,example_data_for_colab/xcms_example_data//B1_NIST1950_1_6540.mzML,example_data_for_colab/xcms_example_data//B1_NIST1950_2_6540.mzML,example_data_for_colab/xcms_example_data//B1_NIST1950_3_6540.mzML,example_data_for_colab/xcms_example_data//blank-2_6540.mzML,uniqueIon,example_data_for_colab.xcms_example_data..B1_NIST1950_1_6540.mzML,example_data_for_colab.xcms_example_data..B1_NIST1950_2_6540.mzML,example_data_for_colab.xcms_example_data..B1_NIST1950_3_6540.mzML,example_data_for_colab.xcms_example_data..blank.2_6540.mzML
300,121.05081064402592,4.056116666667002,2625.942413259096,2562.1341313341827,4184.053920200073,1281.0670656670914,True,,,,
301,121.06457547566266,1.7561166666670005,1251.5821204356528,921.8075868607798,910.041379649087,455.0206898245435,True,,,,
302,122.02803867927236,3.456116666667002,626.1326158949003,266.02854894656423,782.8278795610556,133.01427447328211,True,,,,
306,122.06091321514953,5.956116666666995,1137.354168618606,685.1280114868207,1066.7162626128668,342.56400574341035,True,,,,
309,122.9677775447792,0.656116666667,6673.07025128205,6077.694479488881,5995.489900136095,2997.7449500680473,True,,,,
312,122.99606965696287,0.656116666667,6036.73930048653,4563.228919880353,7343.316869777254,2281.6144599401764,True,,,,
313,123.019166676446,4.856116666667,35810.7322514766,33620.32817073916,33335.90174940579,2256.758376000157,True,35810.7322514766,33620.3281707392,33335.9017494058,2256.75837600016
323,123.06093624017696,8.056116666666988,451.5372641856477,635.0927010478587,121.99130085517491,60.99565042758746,True,,,,
326,123.98101701164896,5.056116666666998,2260.468420875078,1239.006847305939,1439.3165862228004,619.5034236529694,True,,,,
341,125.01872019470052,1.256116666667,2830.190842067625,2400.261093638084,826.0675841342858,413.0337920671429,True,,,,
344,125.01872019470052,5.956116666666995,2163.9276220051547,1243.0942684512256,621.5471342256128,621.5471342256128,True,,,,
348,125.09669947636478,4.956116666666999,1184.5292195848888,894.4132933173287,1270.5945776207168,447.20664665866434,True,,,,
356,127.05096529548136,1.4561166666670002,3690.182138969831,2916.037254952589,3607.197475174248,1458.0186274762946,True,,,,
360,128.0354341119138,4.956116666666999,931178.2408377096,779639.9871579583,755567.5434355959,1644.0671930387384,True,,,,
370,129.01953966040128,1.5561166666670003,69474.60811312578,60476.22398810809,66601.61985556234,4714.361364705655,True,,,,
374,129.02705477415955,1.8561166666670008,5074.460568752659,3737.477688567461,2955.056986480972,1477.528493240486,True,,,,
375,129.03076369718926,1.8561166666670008,1427.62342268575,395.7719433700294,791.5438867400588,395.7719433700294,True,,,,
400,130.95883453747396,5.056116666666998,4638.85789059205,4165.772254774108,2502.0145712113263,1251.0072856056631,True,,,,
406,131.06173518613346,2.0561166666670005,391.1680181692088,47.907871637473455,4.98911195982091,2.494555979910455,True,,,,
407,131.06622943013176,6.156116666666994,1444.038075434854,1327.5474146613672,645.1247139112036,322.5623569556018,True,,,,
412,132.01328304463178,2.0561166666670005,3730.222501982569,4832.68970245158,4382.952173317097,1865.1112509912846,True,,,,
415,132.03006795109613,5.056116666666998,49481.73506561435,47024.87094908911,44935.610068189904,22467.805034094952,True,,,,
417,132.03793835382407,2.9561166666670013,3465.524890998624,1445.3762181832294,2310.882160392763,722.6881090916147,True,,,,
419,132.86771465289578,5.056116666666998,144146.85098368223,63836.21470713087,44508.17129245672,22254.08564622836,True,,,,
421,132.94979033330355,5.056116666666998,3684.838591007792,2436.894537967183,1807.282908717846,903.641454358923,True,,,,
422,133.01451851564207,0.656116666667,14617.561734255833,10983.385268944769,10580.671393067856,1006.0168388815694,True,,,,
430,134.86524353628508,5.056116666666998,149217.35696993142,62545.75987185261,44678.38914711423,813.7935073472763,True,,,,
431,134.86524353628508,5.156116666666998,148476.71256229986,59664.424988559855,44719.2144117668,511.4369564169639,True,,,,
436,135.0280127934843,5.056116666666998,278179.3394612379,246967.59581359316,286451.29092382616,4500.434720078557,True,,,,
437,135.03048229522673,3.3561166666670017,90497.67428162014,86930.32219687379,84008.1239941156,4440.882723794031,True,,,,
444,135.0586549076793,1.4561166666670002,681.9318326466785,928.105237883194,1293.502618200771,340.96591632333923,True,,,,
445,136.03366264846693,3.3561166666670017,4342.529311454666,3371.596392525321,5454.948605238886,1685.7981962626604,True,,,,
448,136.04104394384908,4.4561166666670005,2303.6528323476427,1292.7258893985668,1114.7943805784937,557.3971902892469,True,,,,
449,136.8628466921791,1.056116666667,8986.231338013436,12386.239968532444,10159.100496095414,4493.115669006718,True,,,,
455,137.02818559641733,0.756116666667,2188.1521053453,5189.456112844637,2655.5493271494606,1094.07605267265,True,,,,
456,137.02818559641733,1.156116666667,57100.71789682294,324148.4619309987,290814.3257758592,28550.35894841147,True,,,,
457,137.02818559641733,1.256116666667,14482.445307939048,39580.679733618046,94705.201715942,7241.222653969524,True,,,,
458,137.03390240281254,0.656116666667,3286.3650524717027,3484.4369844339462,3419.4999619703585,1643.1825262358514,True,,,,
461,137.04079213694823,1.4561166666670002,1419.3087781150718,394.6352151124087,789.2704302248173,394.6352151124087,True,,,,
462,137.04079213694823,3.056116666667001,2219.594399462492,3264.681088455717,2145.249946795433,1072.6249733977165,True,,,,
469,138.87475610404104,5.056116666666998,7994.914729205719,5699.366044692319,6026.399987174208,2849.6830223461593,True,,,,
470,138.97133833867898,7.956116666666988,26552.26706559197,17804.348446498974,15178.665142539516,7589.332571269758,True,,,,
471,139.0165017141063,0.656116666667,1338.1433707816518,1167.373646051189,1561.101661649879,583.6868230255945,True,,,,
473,139.02534099960488,1.056116666667,3360.300571059026,4448.7973251574085,4688.389448162989,1680.150285529513,True,,,,
486,141.03124179836385,0.656116666667,2531.003701240361,1428.4117532644073,2153.613515420543,714.2058766322036,True,,,,
491,142.0964000323711,0.956116666667,10792.5586744355,6781.928547616246,9063.724359206944,3390.964273808123,True,,,,
495,142.99879959947438,4.256116666667001,3452.4238698448025,3446.7707914992047,4688.060754417792,1723.3853957496024,True,,,,
499,144.03035092074856,0.656116666667,1850.8098513294683,1683.6551878592606,2351.59839338213,841.8275939296303,True,,,,
504,144.10290969166837,3.556116666667002,952.1300173735158,436.5663212269702,266.5682594564154,133.2841297282077,True,,,,
509,144.95444245612018,13.456116666666968,24293.039603738885,22759.362786074817,21088.39397409013,10544.196987045065,True,,,,
516,145.0188334335183,0.656116666667,1760.957574514462,572.9842706251088,1847.7369997970509,286.4921353125544,True,,,,
518,145.05676385357188,1.4561166666670002,22431.19122191172,18165.35103880612,21855.563204439222,9082.67551940306,True,,,,
519,145.05676385357188,4.956116666666999,2854.29906836061,2343.837530080419,1464.8355875046402,732.4177937523201,True,,,,
525,145.11180194226546,6.456116666666993,1400.7245759860866,975.8438676959888,1925.943982236044,487.9219338479944,True,,,,
531,146.046039214166,6.35611666666699,290467.5896278093,265405.9920982917,253138.68229375815,1541.4389010387265,True,290467.589627809,265405.992098292,253138.682293758,1541.43890103873
535,146.0820539246809,2.0561166666670005,1331.0940494278375,2075.5070224807314,1441.5099920752082,665.5470247139187,True,,,,
536,146.0820539246809,4.056116666667002,1143.1206937497543,1286.4824454587888,594.3516478835996,297.1758239417998,True,,,,
539,146.90829613893737,1.4561166666670002,90401.39492667484,33949.332612366634,23701.60241432196,11850.80120716098,True,,,,
544,147.04483640982355,1.156116666667,1811.09964990916,1982.5059882933776,1335.3093674680786,667.6546837340393,True,,,,
545,147.04483640982355,3.956116666667002,20876.93165682164,19736.8437593218,17546.133176708405,399.7097037745482,True,,,,
550,147.04826738213094,6.256116666666994,22214.213279456977,15556.244294961836,15206.151089924932,7603.075544962466,True,,,,
564,149.0458899341416,5.156116666666998,85741.46423387047,88578.16312501825,80748.4037513163,40374.20187565815,True,,,,
567,149.07888261039605,1.156116666667,5401.428025720441,6663.041213900349,4748.231346050129,2374.1156730250646,True,,,,
570,150.03350505346347,5.056116666666998,4301.869288838918,4036.706363738108,4686.038130138873,2018.353181869054,True,,,,
573,150.05983507225906,1.356116666667,21759.174665644,13161.019340426385,18639.28856442784,6580.509670213192,True,,,,
574,150.09185822192376,1.156116666667,8374.419983760843,5870.264463899224,7901.838604429122,2935.132231949612,True,,,,
579,151.01442536745228,1.8561166666670008,4924.036378802712,5566.859821283625,5878.079266304807,2462.018189401356,True,,,,
585,151.0466443157307,0.656116666667,2100.2145722266523,1948.1222853296745,648.3483526317028,324.1741763158514,True,,,,
587,151.0507628749745,5.156116666666998,1729.6730949025198,1039.4811421156132,1356.8647414459194,519.7405710578066,True,,,,
589,151.05646877867437,4.956116666666999,1519.7234911925848,1040.807817497236,1834.951467247568,520.403908748618,True,,,,
590,151.05646877867437,6.256116666666994,5840.962800619112,4691.651001227984,6673.351875849152,2345.825500613992,True,,,,
592,151.05943372313197,1.4561166666670002,985.3305367475102,970.5593705408252,1484.9668054874242,485.2796852704126,True,,,,
598,152.02934286671982,3.956116666667002,5837.518021092352,6571.624747246731,9490.664052427332,2918.759010546176,True,,,,
601,152.04740639714578,6.056116666666995,1545.1916301629776,604.8300221357838,963.50516816119,302.4150110678919,True,,,,
602,152.04740639714578,6.156116666666994,2560.237270080797,1091.270909280277,1492.815608221226,545.6354546401385,True,,,,
612,153.0305807347115,0.656116666667,1496.6208707361873,608.7478691434615,1531.5562640672863,304.37393457173073,True,,,,
616,153.055150207165,4.856116666666999,8374.830084032496,8646.651950987953,7373.316241260293,3686.6581206301466,True,,,,
627,154.97244653452066,7.956116666666988,12055.38908206974,6251.99215928133,5055.001622490119,2527.5008112450596,True,,,,
628,154.97244653452066,8.056116666666988,11072.12988923423,5737.283517848737,4967.644304534212,2483.822152267106,True,,,,
631,156.03102958878304,0.656116666667,2744.6055293223108,2622.431577112815,3282.7095424807703,1311.2157885564075,True,,,,
642,158.01039697817515,0.656116666667,11308.043781123586,8717.591183323173,12714.979837673469,4358.7955916615865,True,,,,
644,158.06201458945392,1.7561166666670005,494.9352556104668,472.09219262882846,915.5785640647182,236.04609631441423,True,,,,
651,159.00385681657838,5.456116666666997,3812.524333543377,4055.837854451144,3905.814220700672,1906.2621667716885,True,,,,
658,160.09703171319822,5.356116666666997,3225.547040981108,3547.489345007171,4646.110719982247,1612.773520490554,True,,,,
662,160.9493843688667,0.656116666667,3141.638495700601,3386.275393023894,4107.603856177304,1570.8192478503006,True,,,,
666,161.00960522579837,0.656116666667,1651.4987318788897,1778.789318134515,1416.2745281523137,708.1372640761568,True,,,,
671,162.02231844098048,1.5561166666670003,31326.431568018845,29877.92743940856,26721.66903956444,13360.83451978222,True,,,,
674,162.07733333362086,5.056116666666998,2910.856136572864,1936.4931502655995,1921.990805058526,960.995402529263,True,,,,
681,162.96012446109978,12.156116666666971,609.8128206598788,158.09579322638686,316.1915864527737,158.09579322638686,True,,,,
685,163.04292228286184,0.956116666667,13877.02802114185,14011.623161008876,8677.575812307054,4338.787906153527,True,,,,
687,163.04292228286184,5.356116666666997,2998.6831090201595,3588.848167755973,3967.3169401276336,1499.3415545100797,True,,,,
706,165.024512005155,5.256116666666998,3294.2744609503825,731.1691368649556,3240.089984697842,365.5845684324778,True,,,,
707,165.0293966132977,0.756116666667,2085.7091974220457,583.771970208464,1167.543940416928,583.771970208464,True,,,,
708,165.0361481468043,0.956116666667,12346.90353784526,5607.424022499026,2693.9790616101704,2327.0212494573584,True,,,,
709,165.04038027408942,0.8561166666669999,151078.70114391038,150719.9355937658,114874.13778024276,8512.17209390792,True,,,,
712,165.0422044793998,0.8561166666669999,151078.70114391038,150719.9355937658,114874.13778024276,8512.17209390792,True,,,,
715,165.0422044793998,2.1561166666670006,76437.1463584149,76895.90558104361,77705.64503581519,38218.57317920745,True,,,,
724,165.07458470683852,1.156116666667,20405.092416468822,6400.20015111295,17990.716471931657,3200.100075556475,True,,,,
730,166.018740458231,0.656116666667,4833.80749870659,3777.831879306384,4608.6482181708525,1888.915939653192,True,,,,
737,166.9572769531521,0.656116666667,5001.2393939453295,4910.720757056926,4047.8052451389135,2023.9026225694568,True,,,,
747,167.05010843565304,0.656116666667,1328.495385577574,485.537313556031,451.6093966787211,225.80469833936056,True,,,,
754,167.8368475951145,1.056116666667,16659.20951200411,22252.15061926733,25952.01357602226,8329.604756002054,True,,,,
755,167.8368475951145,5.156116666666998,30553.139448000104,14496.38651791217,8484.618905784935,4242.309452892468,True,,,,
770,169.06177641734072,0.956116666667,9449.572956352142,9194.364560892103,11676.999663382048,4597.182280446052,True,,,,
774,169.06990778156424,0.956116666667,9820.784694808612,6294.346866680522,17562.056414024606,3147.173433340261,True,,,,
781,169.83399844962452,1.056116666667,12933.326265115247,18753.67622466473,19754.364707001405,6466.663132557624,True,,,,
782,169.83399844962452,5.156116666666998,42346.0447973031,17594.998182901545,14226.516710767555,7113.258355383778,True,,,,
799,171.83122866134866,1.056116666667,8982.875476260238,11386.204875476766,14187.583190856709,4491.437738130119,True,,,,
802,171.96056468180578,13.05611666666697,6612.957325832445,6857.34418130534,4545.861193662668,2272.930596831334,True,,,,
812,173.00923827199338,8.056116666666988,243593.03573440967,216117.78870106235,212321.76178249024,106160.88089124512,True,,,,
813,173.05669807211677,4.956116666666999,7957.60627042444,5571.1526660417885,5456.146906558053,2728.0734532790266,True,,,,
821,173.8283590163452,1.056116666667,2332.943302319636,3270.7307043261826,4304.088997504228,1166.471651159818,True,,,,
822,173.8283590163452,5.156116666666998,5862.172742457692,1843.9893802705992,1810.4851014927317,905.2425507463659,True,,,,
826,174.01264112584545,7.956116666666988,15640.568355365236,13110.175010693987,12883.21110716931,6441.605553584655,True,,,,
827,174.01264112584545,8.056116666666988,15520.99604203354,15030.669823200697,12976.9881224401,6488.49406122005,True,,,,
828,174.01823600832086,4.956116666666999,2252.243464685888,1910.9765160831748,2328.1031746846006,955.4882580415874,True,,,,
838,174.93759943237433,8.056116666666988,2197.3881800459194,3647.933754884602,1098.6940900229597,1098.6940900229597,True,,,,
842,174.98911016928605,0.956116666667,172466.26287242383,151075.50066941822,144554.1772934218,72277.0886467109,True,,,,
844,175.014253003209,7.956116666666988,3515.8665617912943,5637.377113077468,4151.819596652107,1757.9332808956472,True,,,,
845,175.014253003209,8.056116666666988,3480.11815934946,6133.157782855078,4361.764808021926,1740.05907967473,True,,,,
846,175.02499989621438,6.656116666666993,37257.33041831396,28483.998326881858,30594.57577706566,1834.4139919006216,True,,,,
849,175.07273609684208,0.956116666667,2004.7243954053563,2467.4261587658616,3523.207515874959,1002.3621977026781,True,,,,
856,175.98525321912737,1.156116666667,994.6705218282592,1078.352645079582,428.9947834097172,214.4973917048586,True,,,,
861,176.05662635898696,5.056116666666998,7115.838589822686,7839.5174952455345,6272.014216511422,3136.007108255711,True,,,,
864,176.91621913473506,8.056116666666988,1616.174521065179,561.8731583216437,1878.403098918568,280.93657916082185,True,,,,
866,176.98789898634547,0.956116666667,4216.105741815176,3488.104763499017,5398.581072986102,1744.0523817495084,True,,,,
867,176.99258734260346,0.956116666667,3844.5177646411366,5673.34550318889,4196.71955615185,1922.2588823205683,True,,,,
869,177.02288149737902,0.656116666667,3113.2929952477757,2648.896516749285,3891.5985570203743,1324.4482583746426,True,,,,
871,177.04056999084585,4.956116666666999,25878.19290762089,20371.64822412764,24993.881706096632,307.95628258130535,True,,,,
872,177.04056999084585,5.056116666666998,24671.97389750897,19984.848303074148,23776.31759926576,312.8770820185131,True,,,,
877,178.0719998683053,4.056116666667002,17071.581944538975,12923.503452498848,14394.87410385506,6461.751726249424,True,,,,
885,178.88152600816443,1.4561166666670002,10094.793110352137,5665.482753780457,3661.083266310861,1830.5416331554304,True,,,,
886,178.88152600816443,1.5561166666670003,10036.359019272712,5563.443783158234,3752.673417653674,1876.336708826837,True,,,,
891,179.08554097508235,1.156116666667,1963.4278652778376,1990.5832328599467,3963.7738061055175,981.7139326389188,True,,,,
892,179.09040315851632,1.156116666667,4768.322523319936,3452.9981046515577,3809.72019743537,1726.4990523257788,True,,,,
894,179.88235672354293,8.056116666666988,6254.768843726544,229.79496527318145,114.89748263659072,114.89748263659072,True,,,,
900,180.97428564925136,13.05611666666697,3693.1478012129305,5058.310217878813,4787.932077488633,1846.5739006064653,True,,,,
901,181.01696686691892,0.656116666667,4676.410970424735,5655.213369808609,4068.892427826054,2034.446213913027,True,,,,
903,181.12171847613425,0.956116666667,3058.302231054928,3033.620075167329,4258.073473217795,1516.8100375836646,True,,,,
918,184.0164955833702,1.056116666667,410.7788031362766,520.5242744247925,539.5470011768718,205.3894015681383,True,,,,
927,185.0234050116084,0.956116666667,3714.030618693287,1754.3028960428433,3319.8752537570845,877.1514480214216,True,,,,
928,185.0234050116084,5.056116666666998,13870.807876508294,10478.639660843062,12198.864544851584,5239.319830421531,True,,,,
939,185.92291343063528,0.956116666667,3594.311301496537,2739.7912332510523,1325.5564046990598,662.7782023495299,True,,,,
943,186.05402941637865,2.8561166666670013,26532.2064579739,20485.968495424066,21361.20745678992,10242.984247712033,True,,,,
946,186.1571699296551,0.8561166666669999,4228.4846114297125,6421.216836228912,5311.712492208191,2114.2423057148562,True,,,,
957,187.097139746436,5.056116666666998,20166.185997165838,14906.50281152102,17518.794121324772,940.2168766767448,True,,,,
959,187.10651620652223,5.356116666666997,4028.375606828177,5258.533113506652,3929.003813498768,1964.501906749384,True,,,,
961,188.003351375233,1.256116666667,13057.248533960132,12025.938023089308,32710.59292007966,6012.969011544654,True,,,,
971,188.1367488903975,0.8561166666669999,3022.346270841859,1156.5782134359513,1265.9096853741469,578.2891067179756,True,,,,
981,189.0313653532481,0.656116666667,11814.803394848346,9119.772276058104,5880.944040479754,2940.472020239877,True,,,,
982,189.0405649140167,4.956116666666999,65804.71758772295,63837.96778767099,54844.903730085614,27422.451865042807,True,,,,
984,189.0405649140167,8.356116666666987,3663.1429084837832,2469.3769106968034,2152.718581515366,1076.359290757683,True,,,,
987,189.0889508224726,5.356116666666997,15916.749953079056,15403.661687628688,14520.104827507092,7260.052413753546,True,,,,
992,190.00894682101,0.8561166666669999,45111.89659698704,37031.817340202455,31894.400168330398,15947.200084165199,True,,,,
994,190.0145723688196,0.656116666667,55971.89832042366,38824.83530846817,50186.3476642747,19412.417654234087,True,,,,
995,190.04466666532537,4.1561166666670015,3041.67072075139,1865.311877805764,1876.9571435099133,932.655938902882,True,,,,
997,190.0536596964157,1.256116666667,10090.560092692773,8668.365433095361,12967.25537348462,4334.182716547681,True,,,,
998,190.08715310834305,1.056116666667,166945.28575078183,138117.3304947367,135760.96629725472,67880.48314862736,True,,,,
1002,190.1158397059944,0.956116666667,3424.736441361601,2723.4705370164534,2009.885587353136,1004.942793676568,True,,,,
1007,191.0198781985244,0.656116666667,4439.371056811782,1766.6373658282614,4825.7846875638825,883.3186829141307,True,,,,
1008,191.0198781985244,4.956116666666999,40638.97199379635,29469.737443351645,42157.57580214126,14734.868721675823,True,,,,
1011,191.05615149039457,1.256116666667,3432.242953910166,2186.975235884198,3063.0730091883784,1093.487617942099,True,,,,
1016,191.10791585367528,0.8561166666669999,4347.578255331078,3638.561983960301,5138.857004303421,1819.2809919801505,True,,,,
1039,194.0461575501656,5.456116666666997,3182.869923283598,1181.0546967159007,1753.40753430334,590.5273483579504,True,,,,
1042,194.8683393606217,1.056116666667,13494.859860204517,7364.501275586202,7342.419153329349,3671.2095766646744,True,,,,
1043,194.8683393606217,1.156116666667,13369.95067622139,8553.717471041986,8524.030410232264,4262.015205116132,True,,,,
1047,194.93349499354835,7.956116666666988,27579.99430027054,49682.415199997326,8495.204936474765,622.3044963371965,True,,,,
1053,195.92840178854303,8.056116666666988,6090.779938344454,3201.3384435601165,5348.7203457436935,1600.6692217800583,True,,,,
1054,195.98041164991108,5.056116666666998,2934.219700385576,3068.127003943622,4220.686972667405,1467.109850192788,True,,,,
1055,196.02377394095848,0.656116666667,4003.014488198002,3782.7492009951447,3782.301809016773,1891.1509045083865,True,,,,
1059,196.8666917753389,1.056116666667,13133.989791268912,7390.191445473444,8188.865916851382,3695.095722736722,True,,,,
1060,196.88920230008333,8.056116666666988,13209.404812064657,8287.230122075114,4239.910116061459,2119.9550580307296,True,,,,
1061,196.8958507949512,7.956116666666988,4513.227723657891,3013.755627146479,1116.9880858017675,719.0182897493623,True,,,,
1065,197.0113147285977,0.656116666667,1601.18957501158,2905.8957788289904,2948.3394109383835,800.59478750579,True,,,,
1066,197.0186042626273,0.656116666667,1850.1565747533396,798.547165654968,675.4094787915888,337.7047393957944,True,,,,
1071,197.0676498572876,3.656116666667002,27672.904645623174,30853.14604800729,27062.99923064186,13531.49961532093,True,,,,
1072,197.0676498572876,4.856116666666999,7236.811477985259,7579.001348584533,7128.498132465436,3564.249066232718,True,,,,
1082,198.1135575749703,3.756116666667002,1031.5996436930056,590.340080643701,1009.336563304674,295.1700403218505,True,,,,
1084,198.8904221965589,8.056116666666988,185.4526302655355,291.00378825479737,250.241519601632,92.72631513276775,True,,,,
1087,198.954503074956,5.056116666667,14485.075564511237,10008.494667042953,10064.268192227875,5004.247333521476,True,14485.0755645112,10008.494667043,10064.2681922279,5004.24733352148
1092,199.0725872822233,2.1561166666670006,615.9526713799867,627.6438049349197,674.895271311595,307.97633568999333,True,,,,
1093,199.133363053686,0.8561166666669999,35348.98845455185,29301.09760451351,28287.741565029744,14143.870782514872,True,,,,
1104,200.9997000029622,6.356116666666994,1993.5777380084749,2127.332034773087,433.8500480127688,216.9250240063844,True,,,,
1107,201.02242270507332,6.356116666666994,705.6734579444891,136.1295369539581,272.2590739079162,136.1295369539581,True,,,,
1108,201.0280562932008,0.956116666667,2714.885156116996,8736.43329246567,6104.249663652556,1357.442578058498,True,,,,
1113,201.1126727146681,4.956116666666999,2091.078385315852,1977.88179178094,681.4284167436032,340.7142083718016,True,,,,
1117,201.185123452258,1.056116666667,4774.472263572024,3184.0216492227887,5300.4647366798645,1592.0108246113944,True,,,,
1118,202.0219418008189,0.956116666667,9034.38332592537,8210.09764783095,8761.490858400284,4105.048823915475,True,,,,
1120,202.1087888173864,1.156116666667,3688.018379679414,4433.750989799818,4132.751313085099,1844.009189839707,True,,,,
1134,204.0049057530977,5.056116666666998,10155.483514299056,9283.174772170816,12045.248648180912,4641.587386085408,True,,,,
1148,204.98975697686905,5.056116666666998,7348.051916279673,4813.7444163568025,15675.51956970732,2406.8722081784013,True,,,,
1149,204.98975697686905,5.156116666666998,4205.079754473743,11357.411652902136,1185.6919971004577,592.8459985502288,True,,,,
1154,205.05294865926584,0.956116666667,1777.7216617751565,2384.9294633207983,2242.908355506207,888.8608308875782,True,,,,
1158,205.1161336322072,0.956116666667,6505.129784116076,1040.1415589648063,6435.388358083717,520.0707794824032,True,,,,
1159,205.1161336322072,1.056116666667,5944.716300459723,908.3279030321332,5998.900246846853,454.1639515160666,True,,,,
1179,206.94394482321,13.15611666666697,4739.172249849016,3926.9915546055727,7135.373349698394,1963.4957773027863,True,,,,
1182,206.9796643593162,1.156116666667,1514.8005742859064,1741.435217851625,2116.8763909190693,757.4002871429532,True,,,,
1186,207.0508781577429,4.956116666666999,6503.492284935412,8511.272772273236,7541.21349836431,592.7862810768776,True,,,,
1189,207.07640521087345,2.2561166666670007,4052.489274833792,4527.427739091649,7450.242477130021,2026.244637416896,True,,,,
1195,207.102735905932,5.456116666666997,4643.46721616095,4921.5367003874,2661.5188618294924,1330.7594309147462,True,,,,
1198,207.1158224720783,1.156116666667,4516.891910471319,4034.1023395674433,2304.027409750862,1152.013704875431,True,,,,
1203,208.0174557298244,0.956116666667,16256.219499204954,14399.343912221806,12747.800935566134,6373.900467783067,True,,,,
1206,208.06118292995376,6.356116666666994,1408.046616661953,873.6040463955832,886.1588922389799,436.8020231977916,True,,,,
1212,209.01107689055013,9.356116666666985,6667.928479185218,4489.041976827749,3364.138842422165,1682.0694212110825,True,,,,
1213,209.06682137082635,1.156116666667,1555.4743923110543,1339.8220255094136,1818.5188692166407,669.9110127547068,True,,,,
1218,209.08744431540623,0.956116666667,32453.59999524218,15986.911988060325,34234.05406123771,7993.455994030162,True,,,,
1223,210.0704461024361,1.356116666667,332.07738953258104,6.867849363921173,13.735698727842346,6.867849363921173,True,,,,
1230,210.16288250151743,0.756116666667,699.7515264632959,971.0199944084488,2091.091352690054,349.87576323164797,True,,,,
1234,211.05369137583332,1.056116666667,1739.534529507093,673.4591177340208,2440.444801554368,336.7295588670104,True,,,,
1236,211.0724033672836,4.356116666667001,10301.268452602972,10545.662579559412,8679.237550034908,4339.618775017454,True,,,,
1243,211.13322628959145,0.956116666667,15180.691314111473,18023.53474150526,19404.84410749509,6018.797210149957,True,,,,
1249,212.91257484979008,13.556116666666968,47336.93512886316,51236.5260617472,55561.40124805093,270.61175327851674,True,,,,
1256,213.0497714881444,6.356116666666994,6211.324339673408,7338.645784668456,5293.547830476908,2646.773915238454,True,,,,
1258,213.05605943635248,0.656116666667,15977.72887082458,24109.412399146226,11430.97078818464,3817.3605446645247,True,,,,
1267,213.78348593231075,4.956116666666999,4314.367695642427,1782.084210138084,2152.809301323932,891.042105069042,True,,,,
1275,214.059118095914,0.656116666667,2749.601687277705,3569.080252100845,1333.717646857004,666.858823428502,True,,,,
1276,214.1437372151985,1.056116666667,4847.981093867411,4871.2074139138,4426.586934177816,2213.293467088908,True,,,,
1277,214.15129246032896,0.8561166666669999,2895.301392424637,2767.7049363552896,2530.3796818265514,1265.1898409132757,True,,,,
1280,214.95585716692528,4.956116666666999,9095.484238656754,10114.060701959308,9309.57104885452,4547.742119328377,True,,,,
1284,215.0330476625196,4.356116666667001,5578.042408632725,5106.756048584305,5097.79448294975,807.465779105953,True,,,,
1285,215.03729075856336,0.8561166666669999,17434.35089795632,10733.022009556287,15954.451753484644,5366.511004778144,True,,,,
1287,215.06907816478343,2.0561166666670005,5096.32565750805,2820.588369636174,2227.6703152220543,1113.8351576110272,True,,,,
1289,215.09228615936465,5.056116666666998,19577.716783194777,13862.172828615512,12963.1316372963,436.09446096481406,True,,,,
1295,216.0050011382906,0.956116666667,8251.05471288366,7628.439439904446,6777.657947512882,3388.828973756441,True,,,,
1296,216.0368020257409,1.4561166666670002,1016.3102465462932,1247.2111160703212,1435.1925317225036,508.1551232731466,True,,,,
1297,216.0956694433884,5.056116666666998,3044.4604805813806,3998.091226537643,2408.723137741465,1204.3615688707325,True,,,,
1298,216.0956694433884,6.056116666666995,897.1634024173441,155.66191954717544,311.3238390943509,155.66191954717544,True,,,,
1302,216.9109340911033,8.056116666666988,23564.80022787075,15962.799502490889,11138.160008039513,5569.080004019756,True,,,,
1303,216.95443921977025,4.956116666666999,9165.03888876094,9806.227698661673,9566.474930640175,4582.51944438047,True,,,,
1310,217.1228812896514,1.056116666667,1056.2153948810355,528.1076974405178,1753.0568320850996,528.1076974405178,True,,,,
1311,217.1228812896514,2.9561166666670013,1181.4420570301652,1104.802660685943,2013.8453518852189,552.4013303429715,True,,,,
1324,219.0420927479813,0.656116666667,5280.15158610713,3237.724456182356,4131.969369394761,1618.862228091178,True,,,,
1325,219.10149096394744,0.956116666667,3724.9746202462943,3350.564123486893,2141.4363089123217,1070.7181544561608,True,,,,
1329,219.99836559136884,0.956116666667,2897.501696270612,3823.780357693214,2422.3563524096235,1211.1781762048117,True,,,,
1330,220.02624007266104,0.656116666667,8455.159860539829,5969.5059866706015,5024.420600983904,2512.210300491952,True,,,,
1331,220.0982533537891,1.056116666667,19511.14361932443,15661.387426713758,18423.25321618089,7830.693713356879,True,,,,
1332,220.0982533537891,4.056116666667002,1888.6247809593517,824.7891455631286,773.7698619826601,386.88493099133007,True,,,,
1333,220.76650482148892,4.956116666666999,5953.195215422618,3134.932884120208,2342.013214998661,1171.0066074993306,True,,,,
1337,221.0101034940496,0.656116666667,12576.89674845354,9311.72316308598,11687.375953448603,4655.86158154299,True,,,,
1340,221.09172883060967,3.3561166666670017,803.878985900099,1463.3131508481874,1535.1660924318676,401.9394929500495,True,,,,
